Player,Year,height,weight,hand,arm,forty,ten_split,vertical,broad,cone,shuttle,bench,bmi,speed_score,burst_score,agility_score,n_drills,elite_forty,elite_burst,elite_agility,big_bodied,pick,undrafted,log_pick,round,nfl_entry_age,has_college,best_dom,final_dom,first_dom,best_ydshare,final_ydshare,career_yds,best_yds,career_rec,career_ypr,best_long,td_rate,rush_yds_career,n_seasons,n_seasons_20,n_seasons_30,alpha,final_rank,dom_growth,final_spike,college_entry_age,breakout_age,dom_age19,dom_age20,age_final_season,early_declare,best_ppa,final_ppa,avg_ppa,best_ppa_pass,best_usage,final_usage,team_sp_off,team_sp_overall,team_sp_def,team_sos,team_sp_off_final,team_recruit_rank,power5,conf_g5,n_teams,col_qb_ypa,col_qb_td,col_qb_drafted,was_returner,transferred,recruit_stars,recruit_rating,recruit_rank,blue_chip,ret_yds,ret_td,ret_avg,height_p,weight_p,hand_p,arm_p,forty_p,ten_split_p,vertical_p,broad_p,cone_p,shuttle_p,speed_score_p,burst_score_p,ras,explosion_p,catch_radius,prod_p,recruit_p,prod_over_recruit
Whop Philyor,2021,69.63,184.0,9.25,30.625,4.58,,31.0,120.0,7.2,4.38,14.0,26.67966411327563,83.63458507848364,41.0,11.58,8,0,0,0,0,270.0,1,5.598421958998375,8.0,22.42299794661191,1,0.2316151530568981,0.2168230979612133,0.1125407779171894,0.2548969727804629,0.2461461959224266,2067.0,1002.0,180.0,11.483333333333333,65.0,0.06666666666666667,134.0,4.0,2.0,0.0,1.0,2.0,0.1042823200440239,0.4940119760479042,19.0,21.207392197125255,0.1125407779171894,0.1125407779171894,22.209445585215605,0.0,0.743,0.154,0.49424999999999997,0.706,0.153,0.153,35.6,12.8,23.8,,33.6,50.0,1.0,0.0,1.0,8.2,13.0,0.0,1.0,0.0,3.0,0.8311,1412.0,0.0,115.0,0.0,6.388888888888889,0.09074733096085409,0.14590747330960854,0.40555555555555556,0.19537037037037036,0.22876447876447875,,0.07344064386317907,0.29183673469387755,0.17029972752043596,0.2344559585492228,0.08349514563106795,0.08921161825726141,18.264409431599198,0.14959084139604154,0.19127847518748978,0.24064171122994651,0.19532908704883228,0.04531262418111423
Jovon Durante,2019,71.13,160.0,8.75,31.13,4.55,1.53,31.5,120.0,7.0,4.31,,22.23154729691522,74.6628204425811,41.5,11.309999999999999,7,0,0,0,0,270.0,1,5.598421958998375,8.0,,1,0.3339648069979148,0.3339648069979148,0.1539696919782573,0.3107867568529726,0.3107867568529726,1582.0,873.0,124.0,12.758064516129032,57.0,0.0967741935483871,54.0,3.0,1.0,1.0,1.0,1.0,0.1799951150196575,2.3095238095238093,,,,,,,0.52,0.52,0.38966666666666666,0.533,0.115,0.115,30.8,-0.8,29.9,0.931,30.8,60.0,0.0,1.0,2.0,8.3,12.0,0.0,1.0,1.0,4.0,0.9314,159.0,1.0,346.0,0.0,19.22222222222222,0.23754448398576514,0.0071174377224199285,0.09166666666666666,0.3148148148148148,0.3310810810810811,0.616710875331565,0.096579476861167,0.29183673469387755,0.47275204359673023,0.4067357512953368,0.011650485436893204,0.1016597510373444,24.83458002103052,0.13335556566397924,0.1851513605821034,0.6381461675579323,0.7006369426751592,-0.06249077511722689
Brandon Smith,2021,73.38,218.0,9.375,34.25,4.64,,39.0,130.0,,,21.0,28.461409490325828,94.06207760776837,49.833333333333336,,6,0,1,0,0,120.0,0,4.787491742782046,4.0,19.72347707049966,1,0.1557986978019288,0.1470990594845486,0.1058089763972117,0.160864785635764,0.160864785635764,1320.0,439.0,112.0,11.785714285714286,70.0,0.0625,1.0,4.0,0.0,0.0,0.0,3.0,0.04129008308733691,1.0603864734299517,11.0,99.0,0.1557986978019288,0.1557986978019288,14.507871321013004,0.0,0.777,0.49,0.3064285714285714,0.777,0.094,0.069,26.3,-15.5,40.5,0.935,26.3,97.0,0.0,1.0,1.0,6.5,14.0,0.0,1.0,1.0,3.0,0.8517,856.0,0.0,1641.0,3.0,24.863636363636363,0.5640569395017794,0.8825622775800712,0.47129629629629627,0.9851851851851852,0.09749034749034749,,0.8501006036217303,0.8714285714285714,,,0.35145631067961164,0.8578838174273858,65.90511499123308,0.6909951619099711,0.7176597561512478,0.062388591800356503,0.3343949044585987,-0.2720063126582422
Dareke Young,2022,,,,,,,,,,,,,,,,0,0,0,0,0,233.0,0,5.4510384535657,7.0,22.579055441478438,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dede Westbrook,2017,71.63,178.0,9.0,30.625,4.39,,34.5,120.0,7.2,4.34,8.0,24.388518806673403,95.84995581317445,44.5,11.54,8,1,0,0,0,110.0,0,4.700480365792417,4.0,23.1129363449692,1,0.3815991108566424,0.3815991108566424,0.1453674751031347,0.3678493845039826,0.3678493845039826,2267.0,1524.0,126.0,17.99206349206349,88.0,0.16666666666666666,118.0,2.0,1.0,1.0,1.0,1.0,0.2362316357535077,2.0511440107671604,21.0,22.899383983572896,0.0,0.0,22.899383983572896,0.0,1.12,1.12,0.9305000000000001,1.163,0.116,0.116,48.7,26.1,22.9,0.864,48.7,15.0,1.0,0.0,1.0,11.1,40.0,1.0,1.0,0.0,3.0,0.8342,1174.0,0.0,325.0,1.0,23.214285714285715,0.2891459074733096,0.06850533807829182,0.20185185185185187,0.19537037037037036,0.8725868725868726,,0.35714285714285715,0.29183673469387755,0.17029972752043596,0.31994818652849744,0.42718446601941745,0.3537344398340249,32.25097047363461,0.3587213526187174,0.26087774670959724,0.8057040998217468,0.24416135881104034,0.5615427410107066
J.J. Nelson,2015,70.25,156.0,8.25,31.13,4.28,,36.0,127.0,7.02,4.15,,22.222210964906726,92.97785396829212,46.583333333333336,11.17,7,1,0,0,0,159.0,0,5.0689042022202315,5.0,22.688569472963724,1,0.3746069984892409,0.2418412188538669,0.2302545885139135,0.3281613653995345,0.248388320060675,2273.0,846.0,116.0,19.594827586206897,88.0,0.1724137931034483,90.0,4.0,3.0,1.0,1.0,1.0,0.011586630339953385,0.7742316784869976,19.0,19.474332648870636,0.2302545885139135,0.2302545885139135,22.47501711156742,0.0,,,,,,,24.1,-20.8,46.5,0.938,26.0,109.0,0.0,1.0,1.0,7.9,10.0,0.0,1.0,0.0,,,,,2307.0,6.0,20.783783783783782,0.14412811387900357,0.005338078291814947,0.011111111111111112,0.3148148148148148,0.9884169884169884,,0.5543259557344065,0.763265306122449,0.4250681198910082,0.7992227979274611,0.312621359223301,0.5912863070539419,44.63271774969364,0.5434042070267188,0.256094998884834,0.7825311942959001,,
Jaleel Scott,2018,76.75,218.0,10.0,33.5,4.56,1.56,34.5,124.0,7.06,4.4,16.0,26.016870205519425,100.83867223961046,44.833333333333336,11.46,8,0,0,0,1,132.0,0,4.882801922586371,4.0,22.855578370978783,1,0.2761636674374183,0.2761636674374183,0.1618147769833163,0.2419825072886297,0.2419825072886297,1362.0,1079.0,99.0,13.757575757575758,45.0,0.1414141414141414,0.0,2.0,1.0,0.0,1.0,1.0,0.11434889045410201,3.812720848056537,21.0,22.642026009582477,0.0,0.0,22.642026009582477,0.0,0.698,0.684,0.6910000000000001,0.698,0.127,0.127,24.5,-9.4,32.6,0.972,24.5,128.0,0.0,1.0,1.0,7.1,27.0,0.0,0.0,0.0,,,,,,,,0.9750889679715302,0.8825622775800712,0.8787037037037037,0.9268518518518518,0.29633204633204635,0.2957559681697613,0.35714285714285715,0.573469387755102,0.3651226158038147,0.2033678756476684,0.6330097087378641,0.3921161825726141,56.496028693907384,0.5212073178786077,0.7844468451674858,0.39750445632798576,,
Riley Ridley,2019,73.25,194.0,10.25,32.625,4.58,1.52,30.5,124.0,7.22,4.28,13.0,25.41802467122506,88.17994296318383,40.833333333333336,11.5,8,0,0,0,0,126.0,0,4.836281906951478,4.0,22.4476386036961,1,0.2224003345413995,0.2224003345413995,0.1098161033797216,0.1800947867298578,0.1800947867298578,1026.0,570.0,70.0,14.657142857142857,57.0,0.18571428571428572,46.0,3.0,1.0,0.0,1.0,1.0,0.11258423116167791,2.3949579831932772,20.0,22.234086242299796,0.0,0.1098161033797216,22.234086242299796,0.0,1.134,0.885,0.9093333333333332,1.17,0.067,0.067,45.9,32.9,14.2,0.794,45.9,3.0,1.0,0.0,1.0,9.0,30.0,1.0,0.0,0.0,4.0,0.9148,227.0,1.0,,,,0.5409252669039146,0.33629893238434166,0.9537037037037037,0.7564814814814815,0.22876447876447875,0.7320954907161804,0.05331991951710262,0.573469387755102,0.1444141689373297,0.47020725388601037,0.170873786407767,0.08195020746887967,42.02086731605243,0.26588769789332384,0.5761075929015507,0.2103386809269162,0.6284501061571125,-0.4181114252301963
Marquez Valdes-Scantling,2018,76.0,206.0,10.0,32.25,4.37,1.49,30.5,124.0,6.85,4.17,15.0,25.07236842105263,112.97216928983512,40.833333333333336,11.02,8,1,0,1,0,174.0,0,5.159055299214529,5.0,23.227926078028748,1,0.2671375962504184,0.2671375962504184,0.0486159169550173,0.2942751925008369,0.2942751925008369,1832.0,879.0,119.0,15.394957983193278,95.0,0.10084033613445378,112.0,4.0,1.0,0.0,1.0,1.0,0.2185216792954011,2.1180722891566264,18.0,23.014373716632445,0.0486159169550173,0.069287330316742,23.014373716632445,0.0,0.896,0.488,0.5245,0.896,0.096,0.096,31.6,10.2,21.2,0.958,31.6,66.0,0.0,1.0,2.0,8.2,25.0,0.0,1.0,1.0,3.0,0.8142,1536.0,0.0,39.0,0.0,19.5,0.9270462633451957,0.6548042704626335,0.8787037037037037,0.6638888888888889,0.9092664092664092,0.9270557029177718,0.05331991951710262,0.573469387755102,0.7534059945504087,0.7590673575129534,0.9436893203883495,0.08195020746887967,67.71389521481166,0.5234928758868514,0.6307396938637226,0.35472370766488415,0.16348195329087048,0.19124175437401367
Cornell Powell,2021,72.25,204.0,10.0,32.75,4.53,,36.5,128.0,7.03,4.21,16.0,27.473234276409524,96.88741191039519,47.166666666666664,11.24,8,0,0,0,0,181.0,0,5.198497031265826,5.0,23.173169062286107,1,0.2183551626787615,0.2183551626787615,0.0086843681373527,0.2109038737446198,0.2109038737446198,1211.0,882.0,93.0,13.021505376344086,70.0,0.10752688172043011,0.0,5.0,1.0,0.0,0.0,2.0,0.2096707945414088,7.229508196721311,18.0,22.9596167008898,0.0086843681373527,0.0380559867259005,22.9596167008898,0.0,0.857,0.857,0.3726,0.857,0.087,0.087,42.6,26.1,16.7,,42.6,10.0,1.0,0.0,1.0,9.4,24.0,1.0,1.0,0.0,4.0,0.9344,146.0,1.0,197.0,0.0,21.88888888888889,0.39234875444839856,0.5854092526690391,0.8787037037037037,0.7944444444444444,0.4092664092664093,,0.6247484909456741,0.8061224489795918,0.40463215258855584,0.6619170984455959,0.47184466019417476,0.6659751037344398,60.86738654018207,0.634238533373147,0.6725613483855551,0.19786096256684493,0.7154989384288747,-0.5176379758620298
Hunter Renfrow,2019,70.5,180.0,7.88,29.0,4.59,1.54,35.0,116.0,6.8,4.19,7.0,25.459483929379807,81.10577128353486,44.666666666666664,10.99,8,0,0,1,0,149.0,0,5.003946305945459,5.0,23.030800821355236,1,0.1795304108904708,0.0785075397978623,0.1276828591029368,0.1825902335456475,0.1299880525686977,2133.0,602.0,186.0,11.46774193548387,61.0,0.08064516129032258,0.0,4.0,0.0,0.0,0.0,4.0,-0.0491753193050745,0.9036544850498339,19.0,99.0,0.0,0.1276828591029368,22.817248459958932,0.0,0.652,0.407,0.5730000000000001,0.652,0.073,0.062,36.5,26.4,8.3,0.829,43.0,11.0,1.0,0.0,1.0,7.0,13.0,0.0,1.0,0.0,,,,,6.0,0.0,0.8571428571428571,0.16370106761565836,0.08896797153024912,0.001851851851851852,0.018518518518518517,0.20077220077220076,0.4946949602122016,0.42655935613682094,0.12346938775510204,0.829700272479564,0.7202072538860104,0.04854368932038835,0.37136929460580914,29.06963187236979,0.1995241444041038,0.15265769853071243,0.09803921568627451,,
John Hightower,2020,73.5,189.0,9.75,31.5,4.43,1.49,38.5,122.0,7.07,4.21,,24.594752186588924,98.14696963186977,48.666666666666664,11.280000000000001,7,1,1,0,0,168.0,0,5.123963979403259,5.0,23.586584531143053,1,0.25771675588111,0.25771675588111,0.1628812239786074,0.2573689956331877,0.2573689956331877,1447.0,943.0,82.0,17.646341463414632,76.0,0.17073170731707318,302.0,2.0,1.0,0.0,1.0,1.0,0.09483553190250257,1.871031746031746,22.0,23.37303216974675,0.0,0.0,23.37303216974675,0.0,0.752,0.421,0.5865,0.69,0.107,0.107,32.9,8.1,25.0,,32.9,57.0,0.0,1.0,1.0,8.6,9.0,0.0,1.0,0.0,,,,,742.0,1.0,20.054054054054053,0.5845195729537367,0.2313167259786477,0.7546296296296297,0.41944444444444445,0.7451737451737451,0.9270557029177718,0.8118712273641852,0.4204081632653061,0.3446866485013624,0.6619170984455959,0.5194174757281553,0.7842323651452282,60.03893999623173,0.5838989554525489,0.642616218597999,0.3172905525846702,,
Ryan Switzer,2017,68.5,181.0,9.25,28.0,4.51,1.51,32.0,116.0,6.77,4.0,11.0,27.11769407000906,87.49886166669992,41.666666666666664,10.77,8,0,0,1,0,133.0,0,4.890349128221754,4.0,22.16016427104723,1,0.2458934662818158,0.2458934662818158,0.1008537358370968,0.2917869325636316,0.2917869325636316,2907.0,1112.0,244.0,11.913934426229508,89.0,0.0778688524590164,78.0,4.0,1.0,0.0,1.0,1.0,0.14503973044471902,1.4689564068692207,18.0,21.946611909650922,0.1008537358370968,0.1736971165772952,21.946611909650922,0.0,0.61,0.535,0.5285,0.798,0.144,0.144,38.5,15.9,24.6,0.861,38.5,28.0,1.0,0.0,1.0,8.4,30.0,0.0,1.0,0.0,3.0,0.8736,468.0,0.0,1107.0,7.0,10.64423076923077,0.037366548042704624,0.10142348754448399,0.40555555555555556,0.004629629629629629,0.46621621621621623,0.8143236074270557,0.12173038229376258,0.12346938775510204,0.8651226158038147,0.9844559585492227,0.15145631067961166,0.1078838174273859,34.863612641037875,0.13221869357615876,0.1423205288804131,0.27807486631016043,0.45222929936305734,-0.1741544330528969
Keith Mumphery,2015,71.63,215.0,9.13,31.13,4.54,1.62,32.5,121.0,7.07,4.25,15.0,29.458042378847093,101.21503838570821,42.583333333333336,11.32,8,0,0,0,0,175.0,0,5.1647859739235145,5.0,22.573579739904176,1,0.1667800453514739,0.1299129088011492,0.0055476529160739,0.2335600907029478,0.1444412022176831,1348.0,515.0,88.0,15.318181818181818,72.0,0.07954545454545454,125.0,4.0,0.0,0.0,1.0,2.0,0.1243652558850753,0.9611650485436893,19.0,99.0,0.0055476529160739,0.1667800453514739,22.360027378507873,0.0,1.064,1.064,0.8865000000000001,1.072,0.047,0.047,21.3,12.4,10.2,0.858,42.5,32.0,1.0,0.0,1.0,5.8,13.0,0.0,0.0,0.0,,,,,,,,0.2891459074733096,0.8416370106761566,0.31574074074074077,0.3148148148148148,0.37065637065637064,0.042440318302387266,0.1579476861167002,0.35612244897959183,0.3446866485013624,0.572538860103627,0.6456310679611651,0.17531120331950206,36.88894231371441,0.38656706768581905,0.2694122872863914,0.07130124777183601,,
Vince Mayle,2015,74.0,224.0,9.0,31.75,4.67,1.67,35.5,117.0,6.93,4.13,,28.756756756756758,94.19123510698039,45.25,11.059999999999999,7,0,0,0,1,123.0,0,4.812184355372417,4.0,23.5564681724846,1,0.2293614794138171,0.2293614794138171,0.153555834262356,0.2587229588276343,0.2587229588276343,2022.0,1483.0,148.0,13.662162162162161,90.0,0.10810810810810811,0.0,2.0,1.0,0.0,1.0,1.0,0.0758056451514611,2.75139146567718,22.0,23.342915811088297,0.0,0.0,23.342915811088297,0.0,0.813,0.517,0.665,0.813,0.154,0.154,33.0,-1.7,32.8,0.872,33.0,50.0,1.0,0.0,1.0,7.4,32.0,0.0,1.0,0.0,,,,,177.0,0.0,19.666666666666668,0.6708185053380783,0.9501779359430605,0.20185185185185187,0.49444444444444446,0.06660231660231661,0.010610079575596816,0.48893360160965793,0.15816326530612246,0.6253405994550408,0.8601036269430051,0.3533980582524272,0.43257261410788383,44.27514082857905,0.33349830838940253,0.46401210081100813,0.2281639928698752,,
Aaron Fuller,2020,70.75,188.0,8.88,29.75,4.59,1.59,34.0,118.0,7.14,,,26.403426188365444,84.71047222946974,43.833333333333336,,6,0,0,0,0,270.0,1,5.598421958998375,8.0,22.253251197809718,1,0.2373272255889042,0.2359355246523388,0.0466699161973443,0.2641281353883348,0.2218710493046776,2051.0,874.0,159.0,12.89937106918239,46.0,0.08176100628930817,4.0,4.0,2.0,0.0,1.0,2.0,0.18926560845499452,0.8032036613272311,18.0,21.0403832991102,0.0466699161973443,0.0768190869398418,22.039698836413415,0.0,0.567,0.567,0.47974999999999995,0.609,0.108,0.108,34.5,19.9,12.7,0.88,35.3,22.0,1.0,0.0,1.0,8.2,16.0,0.0,1.0,0.0,3.0,0.8339,1263.0,0.0,390.0,1.0,8.125,0.18861209964412812,0.21352313167259787,0.12685185185185185,0.07037037037037037,0.20077220077220076,0.11671087533156499,0.29577464788732394,0.19387755102040816,0.2356948228882834,,0.09902912621359224,0.27282157676348545,18.30943867650734,0.19622710837377477,0.17040224243841856,0.2531194295900178,0.22929936305732485,0.023820066532692974
Bisi Johnson,2019,72.0,204.0,,,4.51,,38.0,124.0,6.88,4.16,14.0,27.66435185185185,98.61750154699881,48.333333333333336,11.04,6,0,1,1,0,247.0,0,5.5093883366279774,,21.793292265571527,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34341637010676157,0.5854092526690391,,,0.46621621621621623,,0.7706237424547284,0.573469387755102,0.7043596730245232,0.7681347150259067,0.5398058252427185,0.7634854771784232,61.27689621859355,0.6279663184841829,0.557020056280745,,,
Jazz Ferguson,2019,76.75,227.0,9.25,34.25,4.45,1.55,37.0,123.0,7.13,4.59,8.0,27.090961177306923,115.77527171845836,47.25,11.719999999999999,8,1,1,0,1,270.0,1,5.598421958998375,8.0,21.968514715947983,1,0.7804347826086957,0.7804347826086957,0.0037264357737834,0.5608695652173913,0.5608695652173913,146.0,129.0,6.0,24.333333333333332,71.0,0.16666666666666666,0.0,2.0,1.0,1.0,1.0,1.0,0.7767083468349123,7.588235294117647,19.0,21.754962354551676,0.0,0.0037264357737834,21.754962354551676,1.0,1.243,1.216,1.2295,1.243,0.146,0.146,,,,,,202.0,0.0,1.0,2.0,6.6,1.0,0.0,0.0,1.0,4.0,0.9015,289.0,1.0,,,,0.9750889679715302,0.9733096085409253,0.40555555555555556,0.9851851851851852,0.668918918918919,0.39389920424403185,0.6891348088531187,0.48775510204081635,0.2561307901907357,0.019430051813471502,0.9689320388349515,0.6753112033195021,62.48876196223952,0.7152739832429621,0.7637411293913474,0.9946524064171123,0.5711252653927813,0.423527141024331
Deon Long,2015,71.63,192.0,9.5,31.0,4.51,1.6,34.0,120.0,6.98,4.27,12.0,26.30671691506345,92.81647204423417,44.0,11.25,8,0,0,0,0,270.0,1,5.598421958998375,8.0,23.550992470910334,1,0.4699128285193859,0.1530507197088074,0.4699128285193859,0.3683970856102003,0.2008382815228781,1873.0,809.0,130.0,14.407692307692308,80.0,0.05384615384615385,38.0,3.0,1.0,1.0,1.0,2.0,-0.31686210881057847,0.7107540173053152,20.0,20.33675564681725,0.0,0.4699128285193859,23.33744010951403,0.0,1.313,0.231,0.772,1.334,0.103,0.103,16.9,-27.9,41.9,0.913,30.4,,0.0,1.0,2.0,6.3,4.0,0.0,1.0,1.0,,,,,434.0,1.0,18.083333333333332,0.2891459074733096,0.29359430604982206,0.5944444444444444,0.275,0.46621621621621623,0.07161803713527852,0.29577464788732394,0.29183673469387755,0.5190735694822888,0.5051813471502591,0.3067961165048544,0.2863070539419087,34.958236508163196,0.2981358330286853,0.3635912499512695,0.9447415329768271,,
Frank Darby,2021,72.0,201.0,9.625,31.375,4.61,,34.5,117.0,7.15,4.23,19.0,27.25752314814815,89.00662868566491,44.25,11.38,8,0,0,0,0,187.0,0,5.231108616854587,6.0,23.315537303216974,1,0.2856848458084934,0.1296010296010296,0.0828176035757263,0.1904173106646058,0.0592020592020592,1317.0,616.0,67.0,19.65671641791045,72.0,0.19402985074626866,21.0,4.0,1.0,0.0,0.0,7.0,0.04678342602530329,0.07467532467532467,19.0,22.099931553730322,0.0,0.0828176035757263,23.10198494182067,0.0,1.633,0.238,0.8562500000000001,1.55,0.083,0.083,28.0,6.3,23.7,,30.2,36.0,1.0,0.0,1.0,8.7,17.0,1.0,1.0,0.0,3.0,0.8406,1103.0,0.0,20.0,0.0,20.0,0.34341637010676157,0.49377224199288255,0.6592592592592592,0.3648148148148148,0.14961389961389962,,0.35714285714285715,0.15816326530612246,0.21934604904632152,0.6036269430051814,0.2,0.3153526970954357,35.131894521668514,0.23843537414965987,0.4311583253309232,0.4295900178253119,0.2632696390658174,0.1663203787594945
Freddie Swain,2020,72.0,199.0,9.0,30.63,4.46,1.52,36.5,124.0,7.05,4.26,16.0,26.986304012345677,100.58741265713415,46.833333333333336,11.309999999999999,8,0,0,0,0,214.0,0,5.365976015021851,6.0,21.409993155373034,1,0.1721731380299155,0.1721731380299155,0.0765894236482471,0.1322250639386189,0.1322250639386189,1002.0,517.0,69.0,14.521739130434783,65.0,0.21739130434782608,27.0,4.0,0.0,0.0,0.0,3.0,0.09558371438166839,1.9077490774907748,17.0,99.0,0.0765894236482471,0.1374720585246901,21.196440793976727,0.0,1.648,0.781,0.8655,1.648,0.077,0.077,37.8,24.0,15.5,,37.8,14.0,1.0,0.0,1.0,8.3,25.0,1.0,1.0,0.0,4.0,0.9423,126.0,1.0,364.0,1.0,8.088888888888889,0.34341637010676157,0.4430604982206406,0.20185185185185187,0.2037037037037037,0.6361003861003861,0.7320954907161804,0.6247484909456741,0.573469387755102,0.3787465940054496,0.538860103626943,0.6242718446601941,0.6203319502074689,49.33880559916964,0.6074965744536568,0.3434301041519978,0.08377896613190731,0.7430997876857749,-0.6593208215538676
Ray-Ray McCloud,2018,69.5,190.0,9.25,30.25,4.53,,34.5,113.0,6.89,4.32,13.0,27.652813001397444,90.23827579889748,43.916666666666664,11.21,8,0,0,1,0,187.0,0,5.231108616854587,6.0,21.21286789869952,1,0.1056932327070955,0.1056932327070955,0.0429845480382868,0.1525629360024264,0.1525629360024264,1226.0,503.0,127.0,9.653543307086615,79.0,0.031496062992125984,106.0,3.0,0.0,0.0,0.0,3.0,0.0627086846688087,1.0656779661016949,18.0,99.0,0.0429845480382868,0.0693374148754464,20.999315537303218,1.0,0.445,0.356,0.36966666666666664,0.465,0.064,0.064,36.5,26.4,8.3,0.829,36.5,11.0,1.0,0.0,1.0,7.0,13.0,0.0,1.0,0.0,4.0,0.9621,81.0,1.0,717.0,1.0,11.203125,0.08362989323843416,0.2526690391459075,0.40555555555555556,0.1259259259259259,0.4092664092664093,,0.35714285714285715,0.04897959183673469,0.6839237057220708,0.37823834196891193,0.23398058252427184,0.279045643153527,29.62143223164187,0.21336767716795454,0.24306355796569318,0.0213903743315508,0.821656050955414,-0.8002656766238633
Reggie Roberson,2022,71.0,192.0,9.5,32.63,,,29.0,114.0,,,,26.775639754017064,,38.5,,4,0,0,0,0,270.0,1,5.598421958998375,8.0,23.21697467488022,1,0.2190150032615785,0.1624457917561366,0.0172439288330857,0.2237442922374429,0.1710454296661193,2667.0,803.0,170.0,15.688235294117646,85.0,0.1411764705882353,17.0,5.0,1.0,0.0,0.0,3.0,0.1452018629230509,0.7783312577833126,18.0,20.00273785078713,0.0172439288330857,0.2190150032615785,23.003422313483917,0.0,1.018,0.706,0.6568,1.14,0.138,0.065,34.6,4.4,28.3,,36.7,87.0,0.0,1.0,2.0,8.0,34.0,0.0,1.0,1.0,3.0,0.8556,759.0,0.0,322.0,1.0,23.0,0.21263345195729538,0.29359430604982206,0.5944444444444444,0.7694444444444445,,,0.013078470824949699,0.07142857142857142,,,,0.012448132780082987,28.10102602756586,0.04225352112676056,0.3974002029177835,0.2014260249554367,0.3630573248407643,-0.1616312998853276
Kolby Listenbee,2016,72.0,197.0,8.25,31.38,4.39,1.5,35.5,129.0,,,15.0,26.715084876543212,106.08113087188407,46.25,,6,1,0,0,0,192.0,0,5.2574953720277815,6.0,21.932922655715263,1,0.1428512238653748,0.1301862479635337,0.0095934959349593,0.1775943396226415,0.1321673677219393,1432.0,753.0,74.0,19.35135135135135,60.0,0.12162162162162163,30.0,4.0,0.0,0.0,0.0,3.0,0.1205927520285744,0.7928286852589641,18.0,99.0,0.0095934959349593,0.0095934959349593,21.71937029431896,0.0,0.625,0.625,0.5773333333333334,0.619,0.071,0.058,39.3,23.3,17.5,0.873,40.8,35.0,1.0,0.0,1.0,7.9,33.0,0.0,1.0,0.0,3.0,0.8762,542.0,0.0,177.0,0.0,22.125,0.34341637010676157,0.40213523131672596,0.011111111111111112,0.38333333333333336,0.8725868725868726,0.8793103448275862,0.48893360160965793,0.8428571428571429,,,0.8058252427184466,0.5435684647302904,55.7307771519793,0.7125386623950826,0.306698604040216,0.044563279857397504,0.42250530785562634,-0.37794202799822885
Tre Nixon,2021,72.13,187.0,9.125,31.75,4.44,,35.5,125.0,6.81,4.25,18.0,25.267662487411197,96.23647825399611,45.916666666666664,11.059999999999999,8,1,0,1,0,242.0,0,5.488937726156687,7.0,22.93223819301848,1,0.1971981316416392,0.0678873189434819,0.0024105556965237,0.199951818838834,0.0732746378869639,1669.0,830.0,108.0,15.453703703703704,53.0,0.12037037037037036,0.0,4.0,0.0,0.0,0.0,5.0,0.06547676324695821,0.3108433734939759,19.0,99.0,0.0,0.0024105556965237,22.718685831622178,0.0,2.488,0.543,1.03625,2.488,0.082,0.082,37.3,19.1,18.1,,39.4,62.0,0.0,1.0,2.0,9.2,29.0,1.0,0.0,1.0,4.0,0.9256,178.0,1.0,,,,0.37455516014234874,0.19750889679715303,0.27685185185185185,0.49444444444444446,0.7055984555984556,,0.48893360160965793,0.6551020408163265,0.8160762942779292,0.572538860103627,0.4388349514563107,0.5062240663900415,50.24244203171043,0.5276235312940983,0.40869626451207575,0.13903743315508021,0.673036093418259,-0.5339986602631788
Amba Etta-Tawo,2017,73.25,208.0,9.13,32.0,4.49,1.53,31.0,126.0,7.04,4.32,14.0,27.252315111416557,102.35474169111873,41.5,11.36,8,0,0,0,0,270.0,1,5.598421958998375,8.0,23.143052703627653,1,0.4817153971103702,0.4817153971103702,0.1329309811203961,0.380097460887407,0.380097460887407,2420.0,1482.0,155.0,15.612903225806452,81.0,0.10967741935483871,0.0,4.0,1.0,1.0,1.0,1.0,0.3487844159899741,2.964,19.0,22.92950034223135,0.0,0.1329309811203961,22.92950034223135,0.0,1.273,0.838,0.72775,1.273,0.133,0.133,29.2,-2.7,31.2,0.816,29.2,57.0,1.0,0.0,2.0,7.5,15.0,0.0,0.0,1.0,3.0,0.8283,1260.0,0.0,,,,0.5409252669039146,0.6948398576512456,0.31574074074074077,0.5722222222222222,0.5395752895752896,0.616710875331565,0.07344064386317907,0.713265306122449,0.391008174386921,0.37823834196891193,0.683495145631068,0.1016597510373444,46.84268012862376,0.490067031872232,0.3755822184325142,0.9572192513368984,0.23142250530785563,0.7257967460290429
