Player,Year,height,weight,hand,arm,forty,ten_split,vertical,broad,cone,shuttle,bench,bmi,speed_score,burst_score,agility_score,n_drills,elite_forty,elite_burst,elite_agility,big_bodied,pick,undrafted,log_pick,round,nfl_entry_age,has_college,best_dom,final_dom,first_dom,best_ydshare,final_ydshare,career_yds,best_yds,career_rec,career_ypr,best_long,td_rate,rush_yds_career,n_seasons,n_seasons_20,n_seasons_30,alpha,final_rank,dom_growth,final_spike,college_entry_age,breakout_age,dom_age19,dom_age20,age_final_season,early_declare,best_ppa,final_ppa,avg_ppa,best_ppa_pass,best_usage,final_usage,team_sp_off,team_sp_overall,team_sp_def,team_sos,team_sp_off_final,team_recruit_rank,power5,conf_g5,n_teams,col_qb_ypa,col_qb_td,col_qb_drafted,was_returner,transferred,recruit_stars,recruit_rating,recruit_rank,blue_chip,ret_yds,ret_td,ret_avg,height_p,weight_p,hand_p,arm_p,forty_p,ten_split_p,vertical_p,broad_p,cone_p,shuttle_p,speed_score_p,burst_score_p,ras,explosion_p,catch_radius,prod_p,recruit_p,prod_over_recruit
Alex Wesley,2019,71.88,190.0,9.0,31.25,4.45,1.49,38.5,125.0,7.69,4.44,13.0,25.851919154195347,96.90441245157308,48.916666666666664,12.13,8,1,1,0,0,270.0,1,5.598421958998375,8.0,23.1813826146475,1,0.5858085808580857,0.5858085808580857,0.3569182389937106,0.504950495049505,0.504950495049505,170.0,102.0,12.0,14.166666666666666,52.0,0.25,0.0,2.0,2.0,2.0,1.0,1.0,0.22889034186437512,1.5,20.0,20.969199178644764,0.0,0.0,21.968514715947983,0.0,0.818,0.772,0.7949999999999999,0.818,0.119,0.118,,,,,,153.0,0.0,1.0,1.0,5.9,3.0,0.0,0.0,0.0,,,,,,,,0.3185053380782918,0.2526690391459075,0.20185185185185187,0.34074074074074073,0.668918918918919,0.9270557029177718,0.8118712273641852,0.6551020408163265,0.005449591280653951,0.15414507772020725,0.47378640776699027,0.8029045643153527,46.77500417430999,0.6469198919825007,0.4182422895087674,0.9857397504456328,,
Isaiah Weston,2022,75.5,214.0,9.5,32.5,4.42,1.55,40.0,135.0,,,20.0,26.392175781763957,112.13848685090576,51.25,,6,1,1,0,1,270.0,1,5.598421958998375,8.0,24.186173853524984,1,0.3056628056628057,0.0239130434782608,0.3056628056628057,0.277992277992278,0.0478260869565217,131.0,72.0,7.0,18.714285714285715,26.0,0.14285714285714285,0.0,3.0,1.0,1.0,1.0,4.0,-0.2817497621845449,0.1527777777777778,19.0,19.972621492128678,0.0,0.3056628056628057,23.972621492128678,0.0,1.215,-0.059,0.5463333333333333,1.215,0.067,0.067,,,,,,142.0,0.0,1.0,1.0,6.8,3.0,0.0,0.0,0.0,3.0,0.8017,2057.0,0.0,,,,0.8736654804270463,0.8202846975088968,0.5944444444444444,0.7324074074074074,0.7847490347490348,0.39389920424403185,0.9104627766599598,0.9755102040816327,,,0.9271844660194175,0.9221991701244814,79.34806885666352,0.9377191489203366,0.7777450272347145,0.49554367201426025,0.09554140127388536,0.40000227074037487
Racey McMath,2021,74.5,211.0,8.875,32.0,4.39,,34.0,125.0,7.37,4.4,,26.725462816990227,113.61989144145959,44.416666666666664,11.77,7,1,0,0,1,205.0,0,5.3230099791384085,6.0,21.5523613963039,1,0.0526648710414626,0.0526648710414626,0.007070707070707,0.0636630754162585,0.0636630754162585,522.0,285.0,33.0,15.818181818181818,60.0,0.12121212121212122,0.0,3.0,0.0,0.0,0.0,5.0,0.0455941639707556,0.6842105263157895,19.0,99.0,0.007070707070707,0.048245542420482,21.338809034907598,1.0,1.403,0.749,1.111,1.403,0.052,0.052,48.9,33.1,17.7,,33.8,15.0,1.0,0.0,1.0,10.8,60.0,1.0,0.0,0.0,3.0,0.8639,605.0,0.0,,,,0.7508896797153025,0.7588967971530249,0.11574074074074074,0.5722222222222222,0.8725868725868726,,0.29577464788732394,0.6551020408163265,0.04223433242506812,0.2033678756476684,0.9553398058252427,0.34024896265560167,50.56730888795813,0.6354054981762977,0.4336568226413973,0.0035650623885918,0.40764331210191085,-0.40407824971331907
K.J. Hill,2020,71.88,196.0,9.25,29.13,4.6,,32.5,114.0,,,17.0,26.66829554853836,87.54971573143324,42.0,,6,0,0,0,0,220.0,0,5.393627546352362,7.0,22.2943189596167,1,0.190485884907709,0.190485884907709,0.0663361270157386,0.1759443339960238,0.1726384364820846,2332.0,885.0,201.0,11.601990049751244,53.0,0.09950248756218906,-1.0,4.0,0.0,0.0,0.0,2.0,0.12414975789197041,0.7186440677966102,18.0,99.0,0.0663361270157386,0.1130742049469964,22.080766598220396,0.0,0.97,0.596,0.671,0.97,0.08,0.072,44.4,24.1,21.2,0.899,44.4,2.0,1.0,0.0,1.0,8.9,49.0,1.0,1.0,0.0,4.0,0.933,153.0,1.0,418.0,0.0,7.333333333333333,0.3185053380782918,0.37722419928825623,0.40555555555555556,0.025,0.17277992277992277,,0.1579476861167002,0.07142857142857142,,,0.1533980582524272,0.1275933609958506,20.104807694395287,0.12759143859923294,0.2267521449376369,0.11764705882352941,0.7091295116772823,-0.5914824528537529
Byron Pringle,2018,73.13,203.0,9.25,32.0,4.46,1.5,33.5,120.0,6.87,4.4,15.0,26.684570441691918,102.60927019798108,43.5,11.27,8,0,0,1,0,270.0,1,5.598421958998375,8.0,24.123203285420946,1,0.3545810877021068,0.3477478972996901,0.3545810877021068,0.3204957945993802,0.3204957945993802,1355.0,724.0,69.0,19.63768115942029,83.0,0.14492753623188406,27.0,2.0,2.0,2.0,1.0,1.0,-0.0068331904024167,1.1473851030110935,22.0,22.910335386721425,0.0,0.0,23.90965092402464,0.0,0.747,0.747,0.6174999999999999,0.81,0.09,0.073,34.4,10.9,26.1,0.872,34.4,72.0,1.0,0.0,1.0,9.3,7.0,0.0,1.0,0.0,2.0,0.7889,1940.0,0.0,1194.0,2.0,22.96153846153846,0.5195729537366548,0.552491103202847,0.40555555555555556,0.5722222222222222,0.6361003861003861,0.8793103448275862,0.24647887323943662,0.29183673469387755,0.723433242506812,0.2033678756476684,0.6893203883495146,0.254149377593361,49.78199214729935,0.409211998760943,0.43595740118846726,0.7040998217468806,0.10828025477707007,0.5958195669698105
Javon Wims,2018,74.88,215.0,9.25,31.5,4.53,1.62,33.5,113.0,7.0,4.53,,26.956413737763903,102.11173314085767,42.916666666666664,11.530000000000001,7,0,0,0,1,224.0,0,5.4116460518550396,7.0,23.307323750855577,1,0.2822826360095489,0.2822826360095489,0.0690233598409542,0.2728986053524312,0.2728986053524312,914.0,724.0,63.0,14.507936507936508,51.0,0.12698412698412698,0.0,2.0,1.0,0.0,1.0,1.0,0.2132592761685947,3.8105263157894735,21.0,23.093771389459274,0.0,0.0,23.093771389459274,0.0,0.911,0.911,0.7535000000000001,0.911,0.071,0.071,39.6,26.7,15.4,0.835,39.6,6.0,1.0,0.0,1.0,9.0,24.0,1.0,0.0,0.0,,,,,,,,0.8051601423487544,0.8416370106761566,0.40555555555555556,0.41944444444444445,0.4092664092664093,0.042440318302387266,0.24647887323943662,0.04897959183673469,0.47275204359673023,0.05829015544041451,0.6718446601941748,0.20020746887966806,38.51713894817389,0.32243437509011535,0.4691597538970478,0.41532976827094475,,
Montrell Washington,2022,,,,,,,,,,,,,,,,0,0,0,0,0,162.0,0,5.087596335232384,5.0,22.803559206023273,1,0.3157051282051282,0.3157051282051282,0.3157051282051282,0.2980769230769231,0.2980769230769231,124.0,124.0,10.0,12.4,39.0,0.1,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,22.0,22.590006844626966,0.0,0.0,22.590006844626966,0.0,0.541,0.541,-0.02633333333333332,0.408,0.213,0.213,,,,,,196.0,0.0,1.0,1.0,7.7,3.0,0.0,1.0,0.0,,,,0.0,179.0,0.0,35.8,,,,,,,,,,,,,,,,0.5383244206773619,,
Marcell Ateman,2018,76.5,216.0,9.88,32.88,4.62,1.55,34.0,121.0,7.07,4.25,13.0,25.946943483275664,94.82347013259346,44.083333333333336,11.32,8,0,0,0,1,228.0,0,5.429345628954441,7.0,23.293634496919918,1,0.2223599365326979,0.2223599365326979,0.0383439844401222,0.2285036568491796,0.2285036568491796,2466.0,1156.0,146.0,16.89041095890411,82.0,0.08904109589041095,1.0,4.0,1.0,0.0,0.0,2.0,0.1840159520925757,1.5091383812010444,18.0,23.080082135523615,0.0383439844401222,0.0425531914893617,23.080082135523615,0.0,1.152,1.152,0.8739999999999999,1.145,0.082,0.082,42.2,19.1,23.0,0.88,42.2,45.0,1.0,0.0,1.0,10.0,37.0,1.0,0.0,0.0,4.0,0.9047,265.0,1.0,,,,0.9626334519572953,0.8620996441281139,0.825925925925926,0.8240740740740741,0.13223938223938225,0.39389920424403185,0.29577464788732394,0.35612244897959183,0.3446866485013624,0.572538860103627,0.3786407766990291,0.2966804979253112,52.044296355542244,0.34351262452198167,0.7271020249611548,0.20855614973262032,0.5934182590233545,-0.3848621092907342
Kaelin Clay,2015,69.63,195.0,9.0,30.88,4.51,1.64,33.0,113.0,6.97,4.26,10.0,28.274644033091022,94.26672941992533,42.416666666666664,11.23,8,0,0,0,0,184.0,0,5.214935757608986,6.0,22.99794661190965,1,0.2017509727626459,0.2017509727626459,0.2017509727626459,0.2035019455252918,0.2035019455252918,523.0,523.0,43.0,12.162790697674419,78.0,0.09302325581395349,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,22.0,22.784394250513348,0.0,0.0,22.784394250513348,0.0,0.256,0.256,0.256,0.337,0.078,0.078,29.1,8.8,23.0,0.867,29.1,47.0,1.0,0.0,1.0,6.9,18.0,1.0,1.0,0.0,,,,,894.0,4.0,19.866666666666667,0.09074733096085409,0.3540925266903915,0.20185185185185187,0.25,0.46621621621621623,0.025198938992042442,0.20020120724346077,0.04897959183673469,0.5422343324250681,0.538860103626943,0.35825242718446604,0.15767634854771784,26.952590629797886,0.20247774208822053,0.18570009751404168,0.14260249554367202,,
Charone Peake,2016,74.38,209.0,9.25,34.0,4.45,1.62,35.5,122.0,6.96,4.46,12.0,26.55762676216064,106.59485369673038,45.666666666666664,11.42,8,1,0,0,0,241.0,0,5.484796933490655,7.0,23.208761122518823,1,0.153294567312404,0.153294567312404,0.0089827935222672,0.1637319917676652,0.1637319917676652,1172.0,716.0,99.0,11.83838383838384,64.0,0.10101010101010101,-9.0,5.0,0.0,0.0,0.0,2.0,0.14431177379013682,4.162790697674419,18.0,99.0,0.0089827935222672,0.0455692418081798,22.99520876112252,0.0,1.01,0.564,0.7120000000000001,1.01,0.064,0.064,41.9,24.0,17.2,0.807,41.9,16.0,1.0,0.0,1.0,8.4,35.0,1.0,1.0,0.0,4.0,0.9785,37.0,1.0,22.0,0.0,11.0,0.7330960854092526,0.7170818505338078,0.40555555555555556,0.9685185185185186,0.668918918918919,0.042440318302387266,0.48893360160965793,0.4204081632653061,0.5653950953678474,0.12435233160621761,0.8262135922330097,0.47614107883817425,53.64212591798879,0.5785184523693245,0.6490259402732461,0.05525846702317291,0.9150743099787686,-0.8598158429555957
Dylan Cantrell,2018,74.88,226.0,9.25,31.38,4.59,1.56,38.5,130.0,6.56,4.03,18.0,28.335579091789032,101.83280172266045,49.333333333333336,10.59,8,0,1,1,1,191.0,0,5.25227342804663,6.0,23.509924709103355,1,0.1940525587828492,0.1940525587828492,0.0211390528406388,0.1881051175656984,0.1881051175656984,1873.0,816.0,158.0,11.854430379746836,54.0,0.11392405063291139,3.0,4.0,0.0,0.0,0.0,2.0,0.1729135059422104,1.208888888888889,19.0,99.0,0.0211390528406388,0.0620282459055305,23.29637234770705,0.0,0.552,0.516,0.506,0.552,0.111,0.111,34.4,4.8,28.3,0.857,34.4,44.0,1.0,0.0,1.0,8.0,33.0,0.0,0.0,0.0,3.0,0.8747,452.0,0.0,,,,0.8051601423487544,0.9635231316725978,0.40555555555555556,0.38333333333333336,0.20077220077220076,0.2957559681697613,0.8118712273641852,0.8714285714285714,0.9959128065395095,0.9676165803108808,0.6679611650485436,0.8298755186721992,68.32305167680079,0.7837536546137668,0.6014800646504571,0.1265597147950089,0.4681528662420382,-0.3415931514470293
Omar Bayless,2020,72.75,212.0,9.0,31.88,4.62,1.55,36.0,123.0,7.35,4.5,11.0,28.15951630235826,93.06747994495284,46.25,11.85,8,0,0,0,0,270.0,1,5.598421958998375,8.0,23.044490075290895,1,0.4340347727801602,0.4340347727801602,0.0423927512555212,0.408610086100861,0.408610086100861,2783.0,1661.0,177.0,15.72316384180791,92.0,0.14689265536723164,-3.0,4.0,1.0,1.0,1.0,1.0,0.391642021524639,2.9346289752650176,19.0,22.830937713894592,0.0,0.0423927512555212,22.830937713894592,0.0,0.979,0.979,0.5862499999999999,1.003,0.139,0.139,30.1,-2.9,34.2,,30.1,88.0,0.0,1.0,1.0,9.5,27.0,0.0,0.0,0.0,3.0,0.8133,1776.0,0.0,,,,0.445729537366548,0.7820284697508897,0.20185185185185187,0.5351851851851852,0.13223938223938225,0.39389920424403185,0.5543259557344065,0.48775510204081635,0.04904632152588556,0.08937823834196891,0.31844660194174756,0.5435684647302904,37.7787859579417,0.4535092199056568,0.4342731325344979,0.9019607843137255,0.1316348195329087,0.7703259647808168
Michael Rector,2017,72.13,193.0,9.25,32.5,4.42,1.48,36.5,129.0,6.77,4.19,13.0,26.07838962604471,101.13424281413464,47.25,10.96,8,1,0,1,0,270.0,1,5.598421958998375,8.0,,1,0.2109331084879145,0.1892509727626459,0.1491983296386039,0.1885328836424958,0.1785019455252918,1681.0,559.0,104.0,16.16346153846154,53.0,0.14423076923076922,110.0,4.0,1.0,0.0,0.0,3.0,0.040052643124042,0.6565295169946332,,,,,,,2.04,0.384,0.80575,2.01,0.077,0.077,44.5,22.8,24.5,0.851,31.2,13.0,1.0,0.0,1.0,9.4,27.0,1.0,1.0,0.0,3.0,0.8267,1282.0,0.0,58.0,0.0,9.666666666666666,0.37455516014234874,0.31494661921708184,0.40555555555555556,0.7324074074074074,0.7847490347490348,0.9602122015915119,0.6247484909456741,0.8428571428571429,0.8651226158038147,0.7202072538860104,0.6427184466019418,0.6753112033195021,66.19492610064188,0.7034413601349195,0.5343166535127465,0.17290552584670232,0.22505307855626328,-0.05214755270956095
Tello Luckett,2015,,,,,,,,,,,,,,,,0,0,0,0,0,270.0,1,5.598421958998375,8.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Brown,2017,75.38,254.0,10.38,33.0,4.7,1.55,29.0,118.0,6.9,4.14,23.0,31.425107746293815,104.10516589096704,38.833333333333336,11.04,8,0,0,1,1,270.0,1,5.598421958998375,8.0,23.786447638603697,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8629893238434164,1.0,0.9722222222222222,0.850925925925926,0.04343629343629344,0.39389920424403185,0.013078470824949699,0.19387755102040816,0.6580381471389646,0.8380829015544041,0.7533980582524272,0.01867219917012448,54.9885024802764,0.3201180266992617,0.6748039857041286,,,
Tyre Brady,2019,74.88,211.0,9.75,33.63,4.76,,32.0,117.0,7.24,4.25,12.0,26.454899063572945,82.20242698989564,41.75,11.49,8,0,0,0,1,270.0,1,5.598421958998375,8.0,,1,0.3943139574180466,0.3943139574180466,0.0433074505453873,0.3386279148360933,0.3386279148360933,2056.0,1002.0,142.0,14.47887323943662,76.0,0.1267605633802817,14.0,3.0,2.0,2.0,1.0,1.0,0.3510065068726593,1.0636942675159236,,,,,,,0.597,0.304,0.498,0.597,0.143,0.143,22.0,1.0,20.5,0.971,22.0,87.0,0.0,1.0,2.0,7.5,15.0,0.0,1.0,1.0,3.0,0.8558,748.0,0.0,-8.0,0.0,-8.0,0.8051601423487544,0.7588967971530249,0.7546296296296297,0.9425925925925925,0.016409266409266408,,0.12173038229376258,0.15816326530612246,0.12670299727520437,0.572538860103627,0.05825242718446602,0.11514522821576763,40.27474171374743,0.11271535826145036,0.6560281867161849,0.8413547237076648,0.36942675159235666,0.4719279721153082
Speedy Noil,2017,71.13,199.0,9.25,30.0,4.45,,43.5,133.0,,,18.0,27.650486950538305,101.49462146243707,54.583333333333336,,6,1,1,0,0,270.0,1,5.598421958998375,8.0,,1,0.1375097663186306,0.0889900512511305,0.1375097663186306,0.1468144044321329,0.097980102502261,1134.0,583.0,88.0,12.886363636363637,48.0,0.10227272727272728,10.0,3.0,0.0,0.0,0.0,4.0,-0.048519715067500094,0.5574614065180102,,,,,,,0.576,0.345,0.3506666666666667,0.572,0.082,0.069,43.6,20.2,26.3,0.794,37.2,9.0,1.0,0.0,1.0,8.3,23.0,1.0,1.0,0.0,5.0,0.9952,10.0,1.0,1178.0,0.0,19.311475409836067,0.23754448398576514,0.4430604982206406,0.40555555555555556,0.08981481481481482,0.668918918918919,,0.993963782696177,0.9418367346938775,,,0.654368932038835,0.991701244813278,60.297388508198466,0.8633898164762965,0.4317196592630781,0.0392156862745098,0.9819532908704883,-0.9427376045959786
Alonzo Russell,2016,75.63,206.0,9.5,33.88,4.54,1.56,29.5,112.0,7.17,4.33,12.0,25.318288516703863,96.97812980212043,38.833333333333336,11.5,8,0,0,0,0,270.0,1,5.598421958998375,8.0,23.255304585900067,1,0.3052631578947368,0.2059453227931488,0.2789538322317922,0.2947497697267424,0.2035573122529644,3076.0,960.0,202.0,15.227722772277227,66.0,0.1188118811881188,0.0,4.0,4.0,1.0,0.0,2.0,-0.0730085094386434,0.64375,19.0,20.043805612594113,0.0,0.2789538322317922,23.041752224503764,0.0,0.796,0.796,0.7083333333333334,0.825,0.086,0.075,30.1,-4.0,35.5,0.955,30.4,74.0,0.0,1.0,1.0,6.1,5.0,0.0,1.0,0.0,3.0,0.8504,783.0,0.0,24.0,0.0,8.0,0.8896797153024911,0.6548042704626335,0.5944444444444444,0.962037037037037,0.37065637065637064,0.2957559681697613,0.025150905432595575,0.02959183673469388,0.20572207084468666,0.344559585492228,0.47766990291262135,0.01867219917012448,40.57286922216407,0.1774708816933036,0.6178280255541421,0.49376114081996436,0.35668789808917195,0.1370732427307924
Marquez North,2016,74.5,223.0,10.25,33.38,4.48,1.53,35.0,123.0,7.22,4.13,17.0,28.245394351605785,110.71916522209166,45.25,11.35,8,0,0,0,1,270.0,1,5.598421958998375,8.0,20.698151950718685,1,0.1669824827353882,0.0112316034082106,0.1669824827353882,0.2506316321374431,0.0224632068164213,874.0,496.0,74.0,11.81081081081081,48.0,0.06756756756756757,9.0,3.0,0.0,0.0,1.0,11.0,-0.1557508793271776,0.11693548387096774,18.0,99.0,0.1669824827353882,0.1669824827353882,20.484599589322382,1.0,0.884,0.121,0.5499999999999999,0.872,0.076,0.046,29.2,5.1,26.1,0.8,35.7,19.0,1.0,0.0,1.0,6.3,10.0,0.0,0.0,0.0,4.0,0.9597,88.0,1.0,,,,0.7508896797153025,0.9421708185053381,0.9537037037037037,0.9064814814814814,0.5675675675675675,0.616710875331565,0.42655935613682094,0.48775510204081635,0.1444141689373297,0.8601036269430051,0.9029126213592233,0.43257261410788383,66.59868013191698,0.6057423598456202,0.7594085552593272,0.07308377896613191,0.7951167728237792,-0.7220329938576473
Adam Humphries,2015,,,,,,,,,,,,,,,,0,0,0,0,0,270.0,1,5.598421958998375,8.0,21.522245037645447,1,0.0814146976964528,0.0299647473560517,0.0164473684210526,0.1115473441108545,0.0599294947121034,1097.0,483.0,127.0,8.637795275590552,60.0,0.023622047244094488,24.0,4.0,0.0,0.0,0.0,4.0,0.013517378934999099,0.422360248447205,18.0,99.0,0.0459848122458741,0.0814146976964528,21.308692676249144,0.0,0.663,0.161,0.41200000000000003,0.663,0.048,0.047,42.4,24.5,19.6,0.839,29.0,20.0,1.0,0.0,1.0,9.3,34.0,1.0,1.0,0.0,3.0,0.8086,1402.0,0.0,503.0,1.0,7.084507042253521,,,,,,,,,,,,,,,,0.0142602495543672,0.19957537154989385,-0.18531512199552666
Dontario Drummond,2022,72.88,215.0,9.25,31.5,4.65,1.55,34.0,122.0,,,,28.456209988661573,91.97221460577317,44.166666666666664,,5,0,0,0,0,270.0,1,5.598421958998375,8.0,24.361396303901437,1,0.3343328935268481,0.3343328935268481,0.0403780068728522,0.2877134061013154,0.2877134061013154,1633.0,1028.0,114.0,14.324561403508772,67.0,0.13157894736842105,40.0,3.0,1.0,1.0,1.0,1.0,0.2939548866539959,2.4652278177458036,21.0,24.147843942505133,0.0,0.0,24.147843942505133,0.0,0.964,0.895,0.8593333333333333,0.964,0.104,0.104,36.8,14.8,22.4,,36.8,34.0,1.0,0.0,1.0,8.7,20.0,1.0,1.0,0.0,2.0,0.7867,2474.0,0.0,84.0,0.0,9.333333333333334,0.46174377224199287,0.8416370106761566,0.40555555555555556,0.41944444444444445,0.08204633204633205,0.39389920424403185,0.29577464788732394,0.4204081632653061,,,0.287378640776699,0.30809128630705396,39.15979057444897,0.334520483976443,0.39562960503232925,0.6399286987522281,0.05307855626326964,0.5868501424889585
Jake Wienke,2018,,,,,,,,,,,,,,,,0,0,0,0,0,270.0,1,5.598421958998375,8.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trishton Jackson,2020,72.75,197.0,9.75,32.38,4.5,1.53,36.0,117.0,,,,26.167097696059326,96.08291418991007,45.75,,5,0,0,0,0,270.0,1,5.598421958998375,8.0,21.815195071868583,1,0.416303971325733,0.416303971325733,0.0429949498934743,0.3543470730862487,0.3543470730862487,1282.0,1023.0,86.0,14.906976744186046,85.0,0.1511627906976744,-3.0,4.0,1.0,1.0,1.0,1.0,0.3733090214322587,7.153846153846154,18.0,21.60164271047228,0.0429949498934743,0.0429949498934743,21.60164271047228,0.0,1.481,0.613,0.912,1.481,0.114,0.114,24.5,-3.0,29.6,,24.5,51.0,1.0,0.0,2.0,7.0,19.0,0.0,0.0,1.0,4.0,0.9163,223.0,1.0,,,,0.445729537366548,0.40213523131672596,0.7546296296296297,0.7037037037037037,0.5057915057915058,0.616710875331565,0.5543259557344065,0.15816326530612246,,,0.4349514563106796,0.487551867219917,50.636930277108036,0.38248022578373614,0.6145972066085719,0.8698752228163993,0.6326963906581741,0.23717883215822522
Greg Ward,2017,70.5,182.0,9.88,31.125,4.59,,34.5,115.0,6.9,4.31,10.0,25.742367084150697,82.00694652001859,44.083333333333336,11.21,8,0,0,1,0,270.0,1,5.598421958998375,8.0,21.475701574264203,1,0.0509986264246204,-0.0007788161993769,0.0296910702860798,0.0464416972936852,-0.0015576323987538,228.0,139.0,25.0,9.12,36.0,0.08,1267.0,3.0,0.0,0.0,0.0,20.0,-0.030469886485456697,-0.04316546762589928,18.0,99.0,0.0509986264246204,0.0509986264246204,21.2621492128679,1.0,,,,,,,30.4,5.4,23.6,0.952,30.8,57.0,0.0,1.0,1.0,7.6,12.0,0.0,1.0,0.0,3.0,0.845,935.0,0.0,69.0,0.0,6.2727272727272725,0.16370106761565836,0.11565836298932385,0.825925925925926,0.29814814814814816,0.20077220077220076,,0.35714285714285715,0.09489795918367347,0.6580381471389646,0.4067357512953368,0.05631067961165048,0.2966804979253112,31.581923615900457,0.16945049864606035,0.41122949970814743,0.0017825311942959,0.29723991507430997,-0.2954573838800141
Trevon Grimes,2021,76.0,220.0,9.625,31.375,4.5,,35.0,118.0,7.0,4.26,15.0,26.77631578947368,107.3007163542143,44.833333333333336,11.26,8,0,0,0,1,270.0,1,5.598421958998375,8.0,,1,0.1626510924594933,0.1626510924594933,0.0027181299266104,0.1296500110059432,0.1296500110059432,1464.0,589.0,100.0,14.64,66.0,0.14,0.0,4.0,0.0,0.0,0.0,3.0,0.1599329625328829,1.19959266802444,,,,,,,0.972,0.833,0.69575,1.013,0.08,0.08,43.3,19.8,23.9,,43.3,9.0,1.0,0.0,2.0,9.8,43.0,1.0,0.0,1.0,4.0,0.9806,41.0,1.0,,,,0.9270462633451957,0.9083629893238434,0.6592592592592592,0.3648148148148148,0.5057915057915058,,0.42655935613682094,0.19387755102040816,0.47275204359673023,0.538860103626943,0.8427184466019417,0.3921161825726141,56.65598650990981,0.48771845125305696,0.5944199233890226,0.0677361853832442,0.9012738853503185,-0.8335376999670743
Davon Grayson,2018,72.75,199.0,9.38,31.38,4.51,1.53,34.5,124.0,7.14,4.4,19.0,26.43275351023252,96.20040592084688,44.833333333333336,11.54,8,0,0,0,0,270.0,1,5.598421958998375,8.0,22.324435318275153,1,0.2315051920556508,0.2315051920556508,0.0777759169318372,0.2322411533420707,0.2322411533420707,1767.0,886.0,135.0,13.088888888888889,75.0,0.0962962962962963,40.0,4.0,1.0,0.0,0.0,2.0,0.15372927512381357,1.9776785714285714,17.0,22.11088295687885,0.0777759169318372,0.1377989417989418,22.11088295687885,0.0,0.855,0.855,0.5315000000000001,0.891,0.104,0.104,27.2,-14.0,41.8,0.914,27.2,79.0,0.0,1.0,1.0,7.0,16.0,1.0,1.0,0.0,2.0,0.7793,2314.0,0.0,49.0,0.0,24.5,0.445729537366548,0.4430604982206406,0.5064814814814815,0.38333333333333336,0.46621621621621623,0.616710875331565,0.35714285714285715,0.573469387755102,0.2356948228882834,0.2033678756476684,0.4368932038834951,0.3921161825726141,42.168468931998376,0.45583514959381816,0.423171802331055,0.23885918003565063,0.06581740976645435,0.17304177026919626
Brennan Eagles,2021,75.0,225.0,,,4.55,,36.5,125.0,6.93,4.42,,28.12,104.99459124737966,46.916666666666664,11.35,5,0,0,0,1,270.0,1,5.598421958998375,8.0,,1,0.1631464371177878,0.1618450999642984,0.0048382637544926,0.1674401999285969,0.1674401999285969,1026.0,522.0,61.0,16.81967213114754,73.0,0.18032786885245902,0.0,3.0,0.0,0.0,0.0,2.0,0.15700683620980582,0.8984674329501916,,,,,,,3.601,0.539,1.5803333333333331,3.601,0.071,0.071,38.7,12.0,28.5,,34.8,3.0,1.0,0.0,1.0,8.1,32.0,1.0,0.0,0.0,4.0,0.9699,61.0,1.0,,,,0.8238434163701067,0.9564056939501779,,,0.3310810810810811,,0.6247484909456741,0.6551020408163265,0.6253405994550408,0.17357512953367876,0.7825242718446602,0.6358921161825726,62.31680933532577,0.687458267868887,0.7242959536578903,0.06951871657754011,0.8630573248407644,-0.7935386082632243
