Player,Year,win3_full,win5_full,played3,best3,top23,top33,total3,games3,seasons3,played5,best5,top25,top35,total5,games5,seasons5
Ja'Marr Chase,2021,1,1,1,20.2,19.058823529411764,18.17921568627451,809.72,45,3,1,23.705882352941178,21.95294117647059,21.16862745098039,1526.3200000000002,78,5
D.J. Moore,2018,1,1,1,15.366666666666667,14.733333333333334,13.134722222222223,601.0,46,3,1,15.366666666666667,14.733333333333334,14.479084967320262,1037.6,80,5
Amari Cooper,2015,1,1,1,14.518749999999999,13.94375,13.067261904761905,604.6,46,3,1,15.40625,14.962499999999999,14.763888888888888,1066.6,77,5
John Ross,2017,1,1,1,11.875,9.202884615384615,9.202884615384615,179.1,24,3,1,11.875,9.202884615384615,7.653774928774929,223.79999999999998,35,5
N'Keal Harry,2019,1,1,1,5.838461538461539,5.733516483516484,4.948270248270249,145.70000000000002,29,3,1,5.838461538461539,5.733516483516484,5.189010989010989,170.3,35,4
DeVante Parker,2015,1,1,1,11.675,10.984166666666667,10.65611111111111,377.8,36,3,1,15.3875,13.53125,12.451944444444445,684.9,63,5
Jalen Reagor,2020,1,1,1,7.927272727272728,6.260695187165775,5.070463458110517,192.20000000000002,38,3,1,7.927272727272728,6.260695187165775,5.229352346999406,235.4,54,5
Phillip Dorsett,2015,1,1,1,6.586666666666667,5.484242424242424,4.845050505050505,179.1,35,3,1,9.163636363636364,8.304545454545455,7.731919191919192,361.8,57,5
CeeDee Lamb,2020,1,1,1,17.741176470588233,16.145588235294117,15.299142156862743,752.0999999999999,49,3,1,23.835294117647063,20.788235294117648,19.7121568627451,1420.7,81,5
Skyy Moore,2022,1,0,1,4.130769230769231,3.82967032967033,3.82967032967033,103.1,29,3,1,4.130769230769231,3.82967032967033,2.8433096315449258,117.89999999999999,46,4
Elijah Moore,2021,1,1,1,12.563636363636363,10.409943181818182,9.037581168831169,358.4,41,3,1,12.563636363636363,10.409943181818182,9.310550356506239,507.9,67,5
Devin Funchess,2015,1,1,1,12.1875,9.415625,8.327083333333333,387.4,46,3,1,12.1875,10.483035714285714,9.20327380952381,516.5,61,5
Tre'Quan Smith,2018,1,1,1,7.93076923076923,7.838461538461538,7.605641025641025,275.20000000000005,36,3,1,8.77,8.350384615384614,8.148974358974359,415.70000000000005,55,5
Chris Godwin,2017,1,1,1,19.72142857142857,15.648214285714285,12.487698412698412,553.8,45,3,1,19.72142857142857,18.517857142857142,17.65079365079365,987.1999999999999,71,5
Tyler Boyd,2016,1,1,1,15.792857142857143,11.774553571428571,9.733035714285714,401.7,40,3,1,15.792857142857143,14.862053571428572,14.188924603174604,817.24,71,5
Juju Smith-Schuster,2017,1,1,1,18.55625,16.881971153846152,14.39909188034188,607.8,41,3,1,18.55625,16.881971153846152,16.131730769230767,876.6999999999999,62,5
James Washington,2018,1,1,1,8.9,7.550000000000001,6.247222222222223,276.4,43,3,1,8.9,7.550000000000001,6.495555555555556,342.2,59,5
Christian Kirk,2018,1,1,1,12.853846153846153,11.655494505494506,11.200885225885225,437.0,39,3,1,14.347058823529412,13.600452488687782,13.137948717948717,888.52,73,5
Alec Pierce,2022,1,0,1,10.0875,8.553125000000001,7.572671568627452,369.1,49,3,1,12.22,11.15375,9.775416666666667,552.4000000000001,64,4
Justin Jefferson,2020,1,1,1,21.685882352941178,20.56058823529412,19.419558823529414,973.26,50,3,1,21.685882352941178,21.05294117647059,20.51372549019608,1494.94,77,5
Courtland Sutton,2018,1,1,1,13.90125,11.21,11.21,368.32000000000005,33,3,1,13.90125,12.263958333333333,11.121854575163399,677.96,65,5
Rashod Bateman,2021,1,1,1,8.916666666666666,8.770833333333332,7.547222222222222,233.5,33,3,1,10.912500000000001,9.914583333333333,9.484722222222222,463.5,62,5
Breshad Perriman,2015,1,1,1,6.739999999999999,6.48,4.856363636363636,181.0,36,3,1,9.864285714285714,9.061309523809523,8.287539682539682,418.20000000000005,62,5
Zay Jones,2017,1,1,1,10.325,7.683928571428572,6.286904761904762,284.7,44,3,1,10.325,8.692499999999999,7.475952380952381,427.15999999999997,70,5
Nelson Agholor,2015,1,1,1,11.71875,8.789375,7.277532051282051,330.7,44,3,1,11.71875,11.028125,10.200568181818182,590.1,71,5
Sammie Coates,2015,1,1,1,7.081818181818182,4.840909090909091,4.840909090909091,93.0,17,3,1,7.081818181818182,4.840909090909091,4.840909090909091,95.2,19,4
Tyler Lockett,2015,1,1,1,10.4625,9.663392857142856,9.031845238095238,415.8,46,3,1,14.7,14.3,13.020833333333334,873.4000000000001,78,5
Tyquan Thornton,2022,1,0,1,5.5249999999999995,4.273611111111111,3.574074074074074,102.2,25,3,1,6.733333333333333,6.129166666666666,5.093518518518518,183.0,37,4
Terrace Marshall Jr.,2021,1,1,1,6.384615384615385,5.248557692307692,4.410149572649573,148.70000000000002,33,3,1,6.384615384615385,5.248557692307692,4.410149572649573,155.8,38,4
Leonte Carroo,2016,1,1,1,3.475,2.9275,2.9275,44.6,12,3,1,3.475,2.9275,2.9275,44.6,12,3
Calvin Ridley,2018,1,1,1,18.766666666666666,16.96025641025641,15.615170940170941,685.3,44,3,1,18.766666666666666,16.96025641025641,16.046837606837606,986.3,66,5
Drake London,2022,1,0,1,16.51764705882353,13.708198529411765,12.640759803921569,633.78,50,3,1,16.825,16.671323529411765,14.747132352941177,835.68,62,4
A.J. Brown,2019,1,1,1,17.678571428571427,15.79697802197802,15.054235347985347,645.5,43,3,1,17.678571428571427,17.65105042016807,17.445798319327732,1234.7,77,5
Tee Higgins,2020,1,1,1,15.778571428571428,15.714285714285715,14.80063492063492,634.6,43,3,1,18.508333333333333,17.143452380952382,16.645634920634922,994.3000000000001,67,5
Jaelen Strong,2015,1,1,1,4.8100000000000005,4.663333333333334,4.663333333333334,88.0,17,3,1,4.8100000000000005,4.663333333333334,4.663333333333334,88.0,17,3
Taywan Taylor,2017,1,1,1,6.738461538461538,4.912980769230769,4.912980769230769,137.0,30,3,1,6.738461538461538,4.912980769230769,4.912980769230769,137.0,31,4
Dyami Brown,2021,1,1,1,4.685714285714286,3.9039682539682543,3.4990557590557594,95.86000000000001,29,3,1,4.685714285714286,4.601948051948052,4.565743145743146,212.96000000000004,55,5
Treylon Burks,2022,1,0,1,8.009090909090908,6.221212121212121,4.647474747474747,135.5,25,3,1,8.009090909090908,6.221212121212121,5.355808080808081,164.5,33,4
Denzel Mims,2020,1,1,1,6.744444444444444,5.016666666666667,4.054444444444445,111.6,28,3,1,6.744444444444444,5.016666666666667,4.054444444444445,111.6,28,3
Corey Coleman,2016,1,1,1,9.33,8.303888888888888,6.235925925925926,171.4,25,3,1,9.33,8.303888888888888,6.235925925925926,171.4,25,3
David Bell,2022,1,0,1,5.411111111111111,4.326984126984128,4.326984126984128,99.8,24,3,1,5.411111111111111,4.326984126984128,4.326984126984128,99.8,24,3
Jahan Dotson,2022,1,0,1,10.883333333333333,9.112254901960783,7.072455648926237,297.29999999999995,43,3,1,10.883333333333333,9.112254901960783,7.190392156862745,347.49999999999994,58,4
Tylan Wallace,2021,1,1,1,1.46,1.2675,1.2675,19.7,11,3,1,4.5375000000000005,2.9987500000000002,2.4385606060606064,70.5,30,5
Stefon Diggs,2015,1,1,1,14.86923076923077,14.513186813186813,13.503663003663002,540.8,40,3,1,17.753333333333334,16.311282051282053,15.593235653235654,1019.1999999999999,70,5
Gabriel Davis,2020,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Bryan Edwards,2020,1,1,1,6.81875,5.426041666666666,3.992361111111111,149.89999999999998,29,3,1,6.81875,5.426041666666666,3.992361111111111,149.89999999999998,29,3
Corey Davis,2017,1,1,1,11.475,9.574166666666667,8.549444444444445,370.2,42,3,1,13.671428571428573,12.68015873015873,12.278439153439153,666.8000000000001,65,5
J.J. Arcega-Whiteside,2019,1,1,1,4.1125,3.5062499999999996,3.5062499999999996,53.0,16,3,1,4.1125,3.5062499999999996,3.5062499999999996,53.0,16,3
Khalil Shakir,2022,1,0,1,12.166666666666666,9.617708333333333,7.548472222222222,329.7,41,3,1,12.166666666666666,11.283333333333333,9.878472222222221,496.1,57,4
Tajae Sharpe,2016,1,1,1,6.58125,6.440624999999999,5.988988095238095,258.4,43,3,1,6.58125,6.440624999999999,5.988988095238095,306.4,60,5
Antonio Gandy-Golden,2020,1,1,1,0.875,0.875,0.875,3.5,4,1,1,0.875,0.875,0.875,3.5,4,1
Wan'Dale Robinson,2022,1,0,1,10.747058823529413,9.813529411764705,9.409019607843137,367.5,38,3,1,13.618749999999999,12.182904411764707,11.081936274509806,585.4,54,4
Brandon Aiyuk,2020,1,1,1,15.375,14.3875,13.139583333333334,582.6,45,3,1,15.575,15.475,14.783333333333333,894.1999999999999,68,5
Rashard Higgins,2016,1,1,1,9.092307692307692,6.996153846153845,5.12076923076923,200.5,37,3,1,10.075000000000001,9.583653846153847,8.022435897435898,336.9,55,5
Romeo Doubs,2022,1,0,1,10.258823529411766,10.210180995475113,9.411915535444948,408.1,43,3,1,10.3375,10.298161764705883,10.252620663650076,573.5,59,4
Cooper Kupp,2017,1,1,1,16.90625,16.896875,15.195694444444447,582.5,39,3,1,25.852941176470587,21.379595588235293,19.88223039215686,1232.7,71,5
Jerry Jeudy,2020,1,1,1,13.613333333333333,11.731666666666666,10.654444444444444,446.79999999999995,41,3,1,14.170588235294119,13.891960784313726,12.544640522875817,829.4999999999999,74,5
Pharoh Cooper,2016,1,1,1,2.825,2.594318181818182,2.594318181818182,48.6,20,3,1,5.045454545454546,3.935227272727273,3.443484848484849,116.39999999999999,36,5
Dante Pettis,2018,1,1,1,11.5,7.668888888888889,7.668888888888889,155.64,21,3,1,11.5,8.07857142857143,6.664973544973545,246.18,37,5
Michael Thomas,2016,1,1,1,19.71875,18.382708333333333,17.640555555555554,829.7,47,3,1,23.4125,21.565625,20.059305555555557,1288.2000000000003,70,5
Chase Claypool,2020,1,1,1,13.43125,12.268958333333334,10.513527777777778,486.53999999999996,46,3,1,13.43125,12.268958333333334,10.513527777777778,508.23999999999995,53,4
Laquon Treadwell,2016,1,1,1,4.746666666666667,3.9117948717948723,3.9117948717948723,113.7,30,3,1,5.725,5.235833333333334,4.727592592592592,170.0,43,5
Nico Collins,2021,1,1,1,17.36,13.535,11.013809523809522,441.09999999999997,39,3,1,17.55,17.455,16.66333333333333,877.8999999999999,66,5
Michael Gallup,2018,1,1,1,15.192857142857141,13.01205357142857,10.845813492063492,483.7,45,3,1,15.192857142857141,13.01205357142857,12.063591269841268,680.6,68,5
Amara Darboh,2017,1,1,1,1.8875,1.8875,1.8875,15.1,8,1,1,1.8875,1.8875,1.8875,15.1,8,1
Josh Reynolds,2017,1,1,1,9.090909090909092,6.479829545454546,5.461553030303031,189.3,35,3,1,9.090909090909092,8.575454545454544,8.348219696969696,396.20000000000005,61,5
K.J. Hamler,2020,1,1,1,7.508333333333334,5.904166666666667,5.904166666666667,128.3,21,3,1,7.508333333333334,5.904166666666667,5.904166666666667,128.3,21,3
Jameson Williams,2022,1,0,1,14.146666666666667,10.419166666666666,7.784999999999999,307.59999999999997,33,3,1,14.146666666666667,13.540980392156863,11.257875816993463,527.5,50,4
Andy Isabella,2019,1,1,1,4.9818181818181815,4.457575757575757,4.457575757575757,92.49999999999999,21,3,1,4.9818181818181815,4.457575757575757,4.457575757575757,96.69999999999999,24,4
Diontae Johnson,2019,1,1,1,17.15,16.035,14.129583333333334,663.3,47,3,1,17.15,16.035,14.605384615384615,996.7,77,5
Kevin White,2015,1,1,1,9.65,9.65,9.65,54.400000000000006,8,3,1,9.65,9.65,9.65,54.400000000000006,8,3
Kenny Golladay,2017,1,1,1,15.5,14.653333333333332,12.635555555555555,549.7,42,3,1,15.5,14.653333333333332,14.155555555555557,704.6,61,5
Rondale Moore,2021,1,1,1,10.987499999999999,9.461607142857142,8.36656162464986,304.0,39,3,1,10.987499999999999,9.461607142857142,8.36656162464986,304.0,39,3
Miles Boykin,2019,1,1,1,5.3538461538461535,4.793589743589743,4.793589743589743,121.99999999999999,26,3,1,5.3538461538461535,4.793589743589743,3.5873931623931625,129.79999999999998,33,5
Mike Williams,2017,1,1,1,11.2625,11.007916666666667,8.097870370370371,362.0,40,3,1,15.4125,13.337499999999999,12.551190476190476,762.3000000000001,70,5
Parris Campbell,2019,1,1,1,5.442857142857143,5.404761904761905,5.404761904761905,85.0,15,3,1,8.770588235294117,7.10672268907563,6.526704014939309,264.5,40,5
Josh Malone,2017,1,1,1,2.0555555555555554,2.0555555555555554,2.0555555555555554,27.5,13,3,1,2.0555555555555554,2.0555555555555554,2.0555555555555554,27.5,13,3
Chris Olave,2022,1,0,1,14.456249999999999,13.834791666666666,12.419027777777778,506.2,39,3,1,16.75,15.603124999999999,14.806527777777776,774.2,55,4
Tyler Johnson,2020,1,1,1,4.8,4.445,4.445,121.7,26,3,1,5.554545454545455,5.177272727272728,4.8478114478114485,220.5,46,5
Josh Doctson,2016,1,1,1,7.986666666666666,7.633333333333333,7.633333333333333,237.60000000000002,32,3,1,7.986666666666666,7.633333333333333,7.633333333333333,237.60000000000002,32,3
Michael Pittman Jr.,2020,1,1,1,14.035294117647059,13.78327205882353,11.724745475113123,554.0,46,3,1,15.7625,14.898897058823529,14.443014705882353,972.0,78,5
Robert Davis,2017,1,1,1,0.0,0.0,0.0,3.7,3,1,1,0.0,0.0,0.0,3.7,3,1
Jalen Tolbert,2022,1,0,1,8.941176470588236,6.809049773755657,6.809049773755657,216.0,32,3,1,8.941176470588236,6.809049773755657,5.825477626948216,262.3,44,4
Devonta Smith,2021,1,1,1,14.976470588235294,14.600735294117648,13.373039215686276,667.8,50,3,1,15.338461538461539,15.157466063348416,14.846644042232278,1069.0,80,5
Keke Coutee,2018,1,1,1,11.125,10.7875,9.391666666666667,204.5,22,3,1,11.125,10.7875,9.391666666666667,207.0,24,5
D.J. Chark,2018,1,1,1,15.053333333333335,13.434358974358975,9.936239316239318,408.8,38,3,1,15.053333333333335,13.434358974358975,11.931996891996894,541.4000000000001,52,5
Curtis Samuel,2017,1,1,1,11.566666666666668,11.148958333333333,8.803472222222222,343.4,36,3,1,14.139999999999999,12.853333333333333,12.145972222222222,565.3,56,5
Lynn Bowden,2020,1,1,1,5.953333333333333,4.382916666666667,4.382916666666667,76.08,17,2,1,5.953333333333333,4.382916666666667,4.382916666666667,76.08,17,2
Isaiah Ford,2017,1,1,1,6.177777777777778,6.120138888888889,6.120138888888889,104.1,18,3,1,6.177777777777778,6.120138888888889,5.416759259259258,144.2,28,4
Quintez Cephus,2020,1,1,1,9.879999999999999,7.9809090909090905,7.9809090909090905,119.80000000000001,17,3,1,9.879999999999999,7.9809090909090905,7.9809090909090905,119.80000000000001,17,3
Jordan Lasley,2018,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Malachi Dupre,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
George Pickens,2022,1,0,1,12.282352941176471,12.012605042016808,11.273109243697482,539.7,48,3,1,17.170588235294115,14.726470588235294,13.731932773109245,831.6,65,4
Ihmir Smith-Marsette,2021,1,1,1,4.642857142857143,4.642857142857143,4.642857142857143,61.5,13,3,1,4.642857142857143,4.642857142857143,4.642857142857143,67.5,14,4
Seth Williams,2021,1,1,1,0.0,0.0,0.0,4.4,1,1,1,0.0,0.0,0.0,4.4,1,1
Jamison Crowder,2015,1,1,1,12.34375,11.715208333333333,10.63513888888889,499.4,47,3,1,12.356250000000001,12.350000000000001,11.92888888888889,779.9,72,5
Laviska Shenault,2020,1,1,1,11.221428571428572,9.579464285714286,8.250412087912087,356.8,43,3,1,11.221428571428572,9.579464285714286,8.250412087912087,393.0,57,5
Darnell Mooney,2020,1,1,1,12.923529411764704,11.214889705882353,10.552350713012478,473.29999999999995,44,3,1,12.923529411764704,12.499264705882352,11.5015931372549,745.3999999999999,74,5
Deebo Samuel,2019,1,1,1,21.185000000000002,16.895833333333336,15.106746031746033,608.76,38,3,1,21.185000000000002,18.715833333333336,16.795170940170944,1020.8599999999999,66,5
Garrett Wilson,2022,1,0,1,14.81764705882353,13.75294117647059,13.349019607843138,680.8,51,3,1,14.81764705882353,14.515966386554622,13.90672268907563,780.3,58,4
Devin Smith,2015,1,1,1,3.7857142857142856,3.7857142857142856,3.7857142857142856,51.8,11,3,1,3.7857142857142856,3.7857142857142856,3.7857142857142856,51.8,11,3
Antonio Callaway,2018,1,1,1,8.26875,6.246875,6.246875,153.20000000000002,23,3,1,8.26875,6.246875,6.246875,153.20000000000002,23,3
Ricardo Louis,2016,1,1,1,5.5,4.989285714285714,4.989285714285714,101.2,21,2,1,5.5,4.989285714285714,4.989285714285714,101.2,21,2
Chad Hansen,2017,1,1,1,9.32,6.193333333333333,6.193333333333333,65.0,11,2,1,9.32,6.193333333333333,6.193333333333333,65.0,11,2
Darius Slayton,2019,1,1,1,12.142857142857142,10.477678571428571,8.744093406593406,379.6,43,3,1,12.142857142857142,11.00989010989011,10.30071105365223,659.0,73,5
Hakeem Butler,2019,1,1,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1
Dillon Mitchell,2019,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Bo Melton,2022,1,0,1,11.475,6.760227272727272,5.127331002331002,92.60000000000001,28,3,1,11.475,6.760227272727272,5.127331002331002,92.60000000000001,28,3
Sterling Shepard,2016,1,1,1,13.136363636363637,12.33068181818182,12.02253787878788,511.4,43,3,1,14.180000000000001,13.860833333333334,13.619343434343435,815.7,65,5
KeeSean Johnson,2019,1,1,1,4.6,4.31875,4.31875,78.3,18,2,1,4.6,4.31875,4.31875,78.3,18,2
Demarcus Robinson,2016,1,1,1,6.7266666666666675,6.034761904761905,5.42984126984127,217.9,39,3,1,7.173333333333334,6.950000000000001,6.414285714285715,394.9,68,5
Gary Jennings,2019,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jaelon Darden,2021,1,1,1,1.6285714285714283,1.6285714285714283,1.6285714285714283,17.8,11,3,1,1.6285714285714283,1.6285714285714283,1.6285714285714283,17.8,11,3
KD Cannon,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Trent Taylor,2017,1,1,1,6.533333333333333,5.401282051282051,4.486568986568987,172.1,35,3,1,6.533333333333333,5.401282051282051,4.486568986568987,191.89999999999998,42,5
Jerome Lane,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
J'Mon Moore,2018,1,1,1,0.0,0.0,0.0,3.5,2,1,1,0.0,0.0,0.0,3.5,2,1
Justin Hardy,2015,1,1,1,6.01,5.973181818181818,5.4784175084175075,165.79999999999998,30,3,1,6.01,5.973181818181818,5.619621212121213,243.59999999999997,49,5
Dorial Green-Beckham,2015,1,1,1,8.064285714285713,7.1464285714285705,7.1464285714285705,200.1,28,2,1,8.064285714285713,7.1464285714285705,7.1464285714285705,200.1,28,2
Kenny Bell,2015,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Aaron Parker,2020,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Amon-Ra St. Brown,2021,1,1,1,20.68125,18.703125,17.204166666666666,825.8,48,3,1,20.68125,19.87003676470588,19.44629901960784,1465.98,82,5
Quez Watkins,2020,1,1,1,6.823529411764706,6.3617647058823525,6.001593137254901,224.1,37,3,1,7.040000000000001,6.931764705882353,6.587843137254903,259.3,42,4
Kelvin Harmon,2019,1,1,1,5.149230769230769,5.149230769230769,5.149230769230769,66.94,13,1,1,5.149230769230769,5.149230769230769,5.149230769230769,66.94,13,1
Jauan Jennings,2020,1,1,1,6.323076923076922,5.742788461538461,5.259081196581196,216.29999999999998,41,3,1,14.033333333333333,12.793333333333333,10.636581196581195,600.0999999999999,71,5
Zach Pascal,2017,1,1,1,9.664285714285715,9.110267857142858,8.09775432900433,339.0,41,3,1,9.664285714285715,9.110267857142858,8.09775432900433,469.5,69,5
Marquez Callaway,2020,1,1,1,8.92941176470588,7.98970588235294,6.586470588235294,231.89999999999998,33,3,1,8.92941176470588,7.98970588235294,6.586470588235294,231.89999999999998,33,3
Erik Ezukanma,2022,1,0,1,0.0,0.0,0.0,3.5,4,3,1,0.0,0.0,0.0,3.5,4,3
Calvin Austin ,2022,1,0,1,7.105882352941176,6.631512605042017,5.6757703081232505,259.7,45,3,1,7.105882352941176,6.631512605042017,5.6757703081232505,259.7,45,3
Equanimeous St. Brown,2018,1,1,1,4.9363636363636365,4.055681818181818,3.451936026936027,99.89999999999999,28,3,1,4.9363636363636365,4.427556818181818,4.010037878787879,173.79999999999998,49,5
Keevan Lucas,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Allen Lazard,2018,1,1,1,9.78,9.562727272727273,9.562727272727273,202.3,22,3,1,11.653333333333334,10.915952380952382,10.537301587301586,519.6,51,5
Jalen Robinette,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Steven Sims,2019,1,1,1,8.423076923076923,6.997902097902098,5.616783216783216,202.20000000000002,35,3,1,8.423076923076923,6.997902097902098,5.616783216783216,207.8,38,5
Anthony Miller,2018,1,1,1,8.587142857142856,8.277946428571429,7.783214285714286,356.42,46,3,1,8.587142857142856,8.277946428571429,7.783214285714286,370.92,49,4
Isaiah Hodgins,2020,1,1,1,11.133333333333333,7.709523809523809,7.709523809523809,163.39999999999998,25,3,1,11.133333333333333,7.8583333333333325,6.667460317460317,190.89999999999998,31,4
D.K. Metcalf,2019,1,1,1,17.08125,15.72591911764706,14.38186274509804,704.7,49,3,1,17.08125,15.72591911764706,15.179779411764706,1156.9,82,5
Daurice Fountain,2018,1,1,1,0.0,0.0,0.0,4.3,2,1,1,0.0,0.0,0.0,4.3,2,1
Marquez Stevenson,2021,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Emmanuel Butler,2019,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Shelton Gibson,2017,1,1,1,0.0,0.0,0.0,8.9,3,2,1,0.0,0.0,0.0,8.9,3,2
Jalen Nailor,2022,1,0,1,7.0,6.79,6.79,143.8,22,3,1,7.0,6.79,6.501176470588235,244.5,39,4
Trey Quinn,2018,1,1,1,4.316666666666666,4.316666666666666,4.316666666666666,74.3,14,2,1,4.316666666666666,4.316666666666666,4.316666666666666,74.3,14,2
Carlos Henderson,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Cedrick Wilson,2018,1,1,1,10.558571428571428,7.860285714285714,7.860285714285714,209.04,27,3,1,10.558571428571428,8.442922077922077,7.349281385281384,305.03999999999996,47,5
Lil'Jordan Humphrey,2019,1,1,1,7.128571428571428,7.128571428571428,7.128571428571428,63.5,10,3,1,7.128571428571428,5.70974025974026,5.70974025974026,114.7,24,5
Felton Davis,2019,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Deontay Burnett,2018,1,1,1,4.86,4.86,4.86,36.0,7,3,1,4.86,4.86,4.86,36.0,7,3
Dezmon Patmon,2020,1,1,1,2.525,2.525,2.525,14.5,5,2,1,2.525,2.525,2.525,14.5,5,2
Titus Davis,2015,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Tamorrion Terry,2021,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Demarcus Ayers,2016,1,1,1,0.0,0.0,0.0,16.099999999999998,2,1,1,0.0,0.0,0.0,16.099999999999998,2,1
Aaron Burbridge,2016,1,1,1,1.975,1.975,1.975,15.8,8,1,1,1.975,1.975,1.975,15.8,8,1
Dazz Newsome,2021,1,1,1,0.0,0.0,0.0,4.3,3,1,1,0.0,0.0,0.0,4.3,3,1
Kalija Lipscomb,2020,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Cam Phillips,2018,1,1,1,0.0,0.0,0.0,1.9,1,1,1,0.0,0.0,0.0,1.9,1,1
Rannell Hall,2015,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Hunter Sharp,2016,1,1,1,0.0,0.0,0.0,16.4,3,1,1,0.0,0.0,0.0,16.4,3,1
Tyrie Cleveland,2020,1,1,1,2.46,2.46,2.46,17.1,9,3,1,2.46,2.46,2.46,17.1,9,3
D'Wayne Eskridge,2021,1,1,1,3.5375,2.63125,2.63125,49.5,19,3,1,3.5375,2.63125,2.63125,49.5,19,3
Cade Johnson,2021,1,1,1,0.0,0.0,0.0,4.1,2,1,1,0.0,0.0,0.0,4.1,2,1
Fred Ross,2017,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Amari Rodgers,2021,1,1,1,4.788888888888889,3.594444444444444,3.594444444444444,52.7,14,3,1,4.788888888888889,3.594444444444444,3.594444444444444,52.7,14,3
Kadarius Toney,2021,1,1,1,9.151111111111112,7.87,6.605641025641025,194.66,31,3,1,9.151111111111112,7.87,6.605641025641025,194.26,33,4
Cody White,2020,1,1,1,0.0,0.0,0.0,15.9,5,3,1,2.25,2.25,2.25,33.9,13,4
Daesean Hamilton,2018,1,1,1,8.2875,6.797916666666667,6.2625,192.3,32,3,1,8.2875,6.797916666666667,6.2625,192.3,32,3
Warren Jackson,2021,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Jamarius Way,2019,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Kenny Lawler,2016,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
Josh Palmer,2021,1,1,1,10.67,10.625625,9.148194444444444,368.90000000000003,41,3,1,10.67,10.625625,9.470416666666667,528.6,68,5
Stanley Morgan Jr.,2019,1,1,1,0.96,0.96,0.96,8.2,9,3,1,0.96,0.96,0.96,8.2,9,3
