Player,Year,pctl_pre,pctl_post,col_match,best_dom,alpha,breakout_age,ever_breakout,nfl_entry_age,swrm_hits,swrm_tested,bench_pass,draft_pick,n_col_seasons
Michael Pittman Jr.,2020,0.639261744966443,0.790268456375839,search_school,0.3031909671084929,1.0,21.026694045174537,1.0,22.239561943874055,6,8,True,34.0,4
Robert Davis,2017,0.9848993288590604,0.7885906040268457,repo_id,0.3108490096546232,1.0,18.537987679671456,1.0,21.752224503764545,8,8,True,209.0,4
Jalen Tolbert,2022,0.6661073825503355,0.7869127516778524,repo_id,0.4220014716703458,1.0,20.629705681040384,1.0,22.84462696783025,6,8,,88.0,4
Devonta Smith,2021,0.5973154362416108,0.7835570469798657,search_school,0.4731222385861561,1.0,20.91718001368925,1.0,22.132785763175907,2,4,,10.0,4
Keke Coutee,2018,0.7953020134228188,0.7818791946308725,repo_id,0.3075643812158335,1.0,20.750171115674195,1.0,20.9637234770705,3,8,True,103.0,3
D.J. Chark,2018,0.6308724832214765,0.7802013422818792,repo_id,0.2534526854219949,1.0,20.060232717316907,1.0,21.27310061601643,4,6,True,61.0,3
Curtis Samuel,2017,0.6174496644295302,0.7768456375838926,repo_id,0.2901349818825547,1.0,20.177960301163587,1.0,20.39151266255989,4,8,True,40.0,3
Lynn Bowden,2020,0.6493288590604027,0.7751677852348994,search_school,0.369942408569018,1.0,21.00205338809035,1.0,22.21492128678987,1,2,True,80.0,3
Isaiah Ford,2017,0.9630872483221476,0.7734899328859061,repo_id,0.4273955495004541,1.0,18.680355920602327,1.0,20.8952772073922,4,8,True,237.0,3
Quintez Cephus,2020,0.7818791946308725,0.7718120805369127,repo_id,0.3552224601475137,1.0,19.540041067761805,1.0,21.752224503764545,4,8,True,166.0,3
Jordan Lasley,2018,0.7802013422818792,0.7701342281879194,repo_id,0.2875356989731776,1.0,19.920602327173167,1.0,21.13347022587269,5,8,False,162.0,3
Malachi Dupre,2017,0.947986577181208,0.7667785234899329,repo_id,0.3919701545567596,1.0,19.00889801505818,1.0,21.22381930184805,4,8,True,247.0,3
George Pickens,2022,0.587248322147651,0.7651006711409396,repo_id,0.2702779283496772,1.0,18.61464750171116,1.0,20.829568788501028,3,6,,52.0,3
Ihmir Smith-Marsette,2021,0.7567114093959731,0.7634228187919463,repo_id,0.3313303816150116,1.0,20.128678986995208,1.0,21.34428473648186,6,8,True,157.0,4
Seth Williams,2021,0.9211409395973156,0.7567114093959731,repo_id,0.3548507462686567,1.0,18.51334702258727,1.0,20.72826830937714,6,8,True,219.0,3
Tre McBride,2015,0.9194630872483222,0.7533557046979866,none,,,,,22.083504449007528,7,8,True,245.0,0
Jamison Crowder,2015,0.7466442953020134,0.75,repo_id,0.349585935078163,1.0,19.329226557152637,1.0,21.541409993155373,2,8,True,105.0,4
Laviska Shenault,2020,0.5570469798657718,0.7432885906040269,search_school,0.328960726689821,1.0,20.02737850787132,1.0,21.240246406570844,2,4,True,42.0,3
Darnell Mooney,2020,0.6963087248322147,0.738255033557047,repo_id,0.4752801120448179,1.0,18.96235455167693,1.0,22.17385352498289,4,6,False,173.0,4
Deebo Samuel,2019,0.5486577181208053,0.7365771812080537,repo_id,0.2959256329113924,1.0,22.748802190280628,1.0,22.96235455167693,6,8,True,36.0,4
Garrett Wilson,2022,0.5335570469798657,0.7348993288590604,repo_id,0.3085064935064935,0.0,20.23271731690623,1.0,21.44558521560575,4,7,,10.0,3
Devin Smith,2015,0.5453020134228188,0.7332214765100671,repo_id,0.3183438664722087,1.0,19.616700889801507,1.0,22.830937713894592,6,8,True,37.0,4
Antonio Callaway,2018,0.6795302013422819,0.7315436241610739,repo_id,0.2169368747844084,1.0,18.76249144421629,1.0,20.97741273100616,5,8,False,105.0,2
Ricardo Louis,2016,0.6728187919463087,0.7298657718120806,repo_id,0.3194273544723142,1.0,21.56331279945243,1.0,21.77686516084873,6,8,True,114.0,4
Chad Hansen,2017,0.6560402684563759,0.7265100671140939,repo_id,0.3210759303721489,1.0,21.741273100616016,1.0,21.95482546201232,5,8,True,141.0,3
Darius Slayton,2019,0.6510067114093959,0.7248322147651006,repo_id,0.2334601873536299,1.0,20.75564681724846,1.0,21.968514715947983,7,8,True,171.0,3
Hakeem Butler,2019,0.6342281879194631,0.7181208053691275,repo_id,0.43588,1.0,21.415468856947296,1.0,22.628336755646817,7,8,True,103.0,3
Dillon Mitchell,2019,0.8221476510067114,0.7164429530201343,repo_id,0.3549045452612781,1.0,20.41615331964408,1.0,21.6290212183436,6,8,True,239.0,3
Bo Melton,2022,0.8087248322147651,0.714765100671141,repo_id,0.3930769845711088,1.0,20.410677618069816,1.0,22.62559890485969,4,7,,229.0,5
Sterling Shepard,2016,0.5067114093959731,0.7130872483221476,repo_id,0.3303543639678094,1.0,20.67624914442163,1.0,22.888432580424368,6,8,True,40.0,4
KeeSean Johnson,2019,0.802013422818792,0.7114093959731543,repo_id,0.3819229265064228,1.0,20.016427104722798,1.0,22.22861054072553,4,8,True,174.0,4
Demarcus Robinson,2016,0.6057046979865772,0.709731543624161,repo_id,0.3820312902063713,1.0,20.06570841889117,1.0,21.27857631759069,6,8,False,126.0,3
Gary Jennings,2019,0.5989932885906041,0.7080536912751678,repo_id,0.2787070105411451,1.0,21.607118412046542,1.0,21.82067077344285,7,8,True,120.0,4
Jaelon Darden,2021,0.5922818791946308,0.7046979865771812,repo_id,0.5495330641090359,1.0,20.750171115674195,1.0,21.965776865160848,5,8,True,129.0,4
Ashton Dulin,2019,0.971476510067114,0.7013422818791947,none,,,,,21.631759069130734,7,8,True,,0
Krishawn Hogan ,2017,0.971476510067114,0.7013422818791947,none,,,,,21.642710472279266,6,7,True,,0
KD Cannon,2017,0.9630872483221476,0.6963087248322147,repo_id,0.3633169039795546,1.0,18.94318959616701,1.0,21.15811088295688,3,8,True,270.0,3
Trent Taylor,2017,0.5855704697986577,0.6946308724832215,repo_id,0.3167513177685024,1.0,20.459958932238195,1.0,22.67488021902806,2,8,True,177.0,4
Jerome Lane,2017,0.9379194630872484,0.6912751677852349,repo_id,0.3781233386496544,1.0,,1.0,,7,8,True,270.0,2
J'Mon Moore,2018,0.5721476510067114,0.6895973154362416,search_school,0.3027362482369534,1.0,20.39698836413416,1.0,22.611909650924023,6,8,True,133.0,4
Justin Hardy,2015,0.5704697986577181,0.6862416107382551,repo_id,0.4050660617637694,1.0,19.824777549623544,1.0,23.039014373716636,4,8,True,107.0,4
Dorial Green-Beckham,2015,0.4765100671140939,0.6795302013422819,repo_id,0.3182659012210679,0.0,19.509924709103355,1.0,21.72210814510609,4,8,True,40.0,2
Kenny Bell,2015,0.5436241610738255,0.6778523489932886,repo_id,0.3152548209366391,1.0,19.63586584531143,1.0,22.85010266940452,6,8,False,162.0,4
Aaron Parker,2020,0.901006711409396,0.6761744966442953,search_school,0.8775510204081632,1.0,18.403832991101982,1.0,21.61533196440794,4,8,True,,4
Amon-Ra St. Brown,2021,0.540268456375839,0.674496644295302,repo_id,0.3306213926071472,1.0,18.976043805612598,1.0,21.190965092402465,5,8,True,112.0,3
Quez Watkins,2020,0.7248322147651006,0.6728187919463087,repo_id,0.3959895297747031,1.0,20.35044490075291,1.0,21.56331279945243,4,8,,200.0,3
Kelvin Harmon,2019,0.714765100671141,0.6694630872483222,repo_id,0.2889426957223567,1.0,20.83230663928816,1.0,22.04517453798768,3,8,True,206.0,3
Jauan Jennings,2020,0.7080536912751678,0.6661073825503355,repo_id,0.3788723894517391,1.0,19.266255989048595,1.0,22.477754962354556,2,6,,217.0,5
Zach Pascal,2017,0.8859060402684564,0.662751677852349,repo_id,0.3835035944003027,1.0,19.824777549623544,1.0,22.03969883641341,6,8,True,,4
Marquez Callaway,2020,0.8825503355704698,0.6610738255033557,repo_id,0.3246815564473914,1.0,19.55373032169747,1.0,21.765913757700204,4,6,,,4
Erik Ezukanma,2022,0.5318791946308725,0.6593959731543624,repo_id,0.3061532653831634,1.0,20.722792607802877,1.0,21.935660506502398,4,6,,125.0,4
Calvin Austin ,2022,0.5302013422818792,0.6577181208053692,search_school,0.3330504514984791,1.0,21.56331279945243,1.0,22.77618069815195,5,8,,138.0,4
Equanimeous St. Brown,2018,0.6862416107382551,0.6543624161073825,repo_id,0.3241560144215011,1.0,20.041067761806985,1.0,21.253935660506503,4,5,True,207.0,3
Keevan Lucas,2017,0.8741610738255033,0.6526845637583892,repo_id,0.4310384952360092,1.0,,1.0,,2,8,True,270.0,4
Allen Lazard,2018,0.87248322147651,0.6510067114093959,repo_id,0.3305430349860485,1.0,19.84394250513347,1.0,22.05886379192334,5,8,True,,4
Jalen Robinette,2017,0.8657718120805369,0.6459731543624161,repo_id,0.4879729288975863,1.0,,1.0,,5,8,True,270.0,4
Steven Sims,2019,0.8489932885906041,0.6375838926174496,search_school,0.368683947631316,1.0,19.54277891854894,1.0,21.75496235455168,0,0,,,4
Anthony Miller,2018,0.4395973154362416,0.6359060402684564,repo_id,0.3986222732491389,1.0,22.01779603011636,1.0,23.23066392881588,7,8,True,51.0,3
Isaiah Hodgins,2020,0.6543624161073825,0.6342281879194631,repo_id,0.4079440270064249,1.0,19.98357289527721,1.0,21.196440793976727,6,8,False,207.0,3
D.K. Metcalf,2019,0.4312080536912752,0.6308724832214765,repo_id,0.2069588936818066,0.0,19.835728952772072,1.0,21.048596851471597,6,8,True,64.0,3
Daurice Fountain,2018,0.5067114093959731,0.6291946308724832,search_school,0.0629629629629629,0.0,,0.0,22.028747433264886,6,8,True,159.0,3
Marquez Stevenson,2021,0.6442953020134228,0.62751677852349,repo_id,0.4227027610008628,1.0,20.555783709787818,1.0,22.770704996577688,4,8,,203.0,4
Emmanuel Butler,2019,0.8288590604026845,0.62248322147651,search_school,0.8270142180094786,1.0,19.132101300479125,1.0,22.34633812457221,5,8,True,,5
Shelton Gibson,2017,0.5033557046979866,0.6208053691275168,repo_id,0.3087453231992846,1.0,20.57221081451061,1.0,21.78781656399726,3,8,False,166.0,3
Kyle Phillips,2022,0.5,0.6191275167785235,none,,,,,24.65982203969884,0,0,,,0
Jalen Nailor,2022,0.6308724832214765,0.6157718120805369,repo_id,0.3358253588516746,1.0,21.623545516769337,1.0,22.836413415468854,4,8,,191.0,4
Trey Quinn,2018,0.6241610738255033,0.6140939597315436,repo_id_schoolmismatch,0.3473674376891745,1.0,21.856262833675565,1.0,22.069815195071868,3,8,True,256.0,3
Carlos Henderson,2017,0.4379194630872483,0.6124161073825504,repo_id,0.3718050114061836,0.0,21.82340862422998,1.0,22.036960985626283,4,8,True,82.0,3
Rashad Greene,2015,0.4932885906040268,0.6090604026845637,none,,,,,22.272416153319643,4,8,,139.0,0
Cedrick Wilson,2018,0.6073825503355704,0.6006711409395973,repo_id,0.3419932955131511,1.0,20.903490759753595,1.0,22.11635865845312,6,8,False,208.0,2
Tutu Atwell,2021,0.412751677852349,0.5989932885906041,search_school,0.3968175853018373,1.0,20.021902806297057,1.0,21.23750855578371,3,8,,57.0,3
Lil'Jordan Humphrey,2019,0.7953020134228188,0.5973154362416108,repo_id,0.3232799478652395,1.0,20.490075290896645,1.0,20.70362765229295,4,8,True,,3
Felton Davis,2019,0.7869127516778524,0.5939597315436241,search_school,0.3636704789135097,1.0,20.635181382614647,1.0,21.848049281314168,3,3,True,,4
Deontay Burnett,2018,0.7835570469798657,0.5922818791946308,repo_id,0.3061395126612518,1.0,20.030116358658454,1.0,20.24366872005476,0,3,,,3
Dezmon Patmon,2020,0.5838926174496645,0.5906040268456376,repo_id,0.1474869908346303,1.0,,0.0,21.404517453798768,6,8,True,212.0,4
Titus Davis,2015,0.7684563758389261,0.5889261744966443,repo_id,0.4884666666666666,1.0,18.77891854893908,1.0,21.99315537303217,2,8,,270.0,4
Tamorrion Terry,2021,0.7667785234899329,0.587248322147651,none,,,,,,5,7,True,,0
Demarcus Ayers,2016,0.5738255033557047,0.5855704697986577,repo_id,0.3120898371114074,1.0,21.27310061601643,1.0,21.48665297741273,1,8,,229.0,3
Aaron Burbridge,2016,0.5620805369127517,0.5822147651006712,repo_id,0.3264421610716213,1.0,21.80971937029432,1.0,22.023271731690624,2,8,True,213.0,4
Dazz Newsome,2021,0.5570469798657718,0.5805369127516778,repo_id,0.2651803704010378,0.0,20.418891170431213,1.0,21.634496919917865,1,8,True,221.0,4
Kalija Lipscomb,2020,0.7483221476510067,0.5788590604026845,repo_id,0.3289453366275479,1.0,20.024640657084188,1.0,22.236824093086927,2,6,True,,4
Cam Phillips,2018,0.7432885906040269,0.5771812080536913,repo_id,0.3215012313952243,1.0,20.83230663928816,1.0,22.04517453798768,2,8,True,270.0,4
Rannell Hall,2015,0.7365771812080537,0.575503355704698,repo_id,0.217159035992688,1.0,20.70636550308008,1.0,21.919233401779604,5,8,True,270.0,4
Hunter Sharp,2016,0.7315436241610739,0.5721476510067114,repo_id,0.3705357142857143,1.0,20.47364818617385,1.0,21.68651608487337,2,8,True,270.0,2
Tyrie Cleveland,2020,0.5486577181208053,0.5704697986577181,repo_id,0.2037974683544303,1.0,20.0684462696783,1.0,22.28062970568104,5,6,True,252.0,4
D'Wayne Eskridge,2021,0.3590604026845637,0.5687919463087249,search_school,0.4475743348982786,1.0,,1.0,24.0,6,8,,56.0,5
Cade Johnson,2021,0.7265100671140939,0.5671140939597316,search_school,0.233160621761658,1.0,21.51403148528405,1.0,22.729637234770703,1,6,True,,1
Fred Ross,2017,0.7197986577181208,0.5654362416107382,repo_id,0.4181951577402788,1.0,21.409993155373037,1.0,21.623545516769337,5,8,True,270.0,4
Tyrell Williams,2015,0.714765100671141,0.5637583892617449,search_school,0.0108864696734059,0.0,,0.0,22.885694729637237,7,8,,,1
Amari Rodgers,2021,0.3724832214765101,0.5620805369127517,repo_id,0.2348544453186467,1.0,21.062286105407257,1.0,21.27583846680356,3,8,True,85.0,4
Kadarius Toney,2021,0.3288590604026846,0.5604026845637584,repo_id,0.2169941333537501,1.0,21.71663244353183,1.0,21.93018480492813,5,8,False,20.0,4
Cody White,2020,0.709731543624161,0.5587248322147651,repo_id_schoolmismatch,0.3213480238104041,1.0,31.28815879534565,1.0,31.50171115674196,5,8,,,3
Daesean Hamilton,2018,0.4496644295302013,0.5570469798657718,search_school,0.2542252120890774,1.0,19.600273785078716,1.0,22.8145106091718,4,8,True,113.0,4
Warren Jackson,2021,0.7030201342281879,0.5553691275167785,repo_id,0.3433450429352068,1.0,20.331279945242983,1.0,21.54688569472964,3,8,True,,3
Jamarius Way,2019,0.7013422818791947,0.5536912751677853,repo_id,0.3855160824697847,1.0,,1.0,,3,8,True,270.0,2
Kenny Lawler,2016,0.5268456375838926,0.5486577181208053,repo_id,0.2533983310028668,1.0,20.306639288158795,1.0,21.51950718685832,3,8,,243.0,3
