Player,Year,pctl_pre,pctl_post,col_match,best_dom,alpha,breakout_age,ever_breakout,nfl_entry_age,swrm_hits,swrm_tested,bench_pass,draft_pick,n_col_seasons
Travin Dural,2017,0.0016778523489932,0.0016778523489932,repo_id,0.3848247514303171,1.0,20.903490759753595,1.0,23.11841204654346,2,8,,270.0,4
DeAndrew White,2015,0.0016778523489932,0.0016778523489932,repo_id,0.149329205366357,0.0,,0.0,23.211498973305957,3,8,,270.0,4
Chris Jones,2015,0.0016778523489932,0.0016778523489932,none,,,,,20.49828884325804,1,8,False,37.0,0
Antwan Goodley,2015,0.0016778523489932,0.0016778523489932,repo_id,0.3291375933406781,1.0,22.10814510609172,1.0,23.32101300479124,4,8,,270.0,4
Cayleb Jones,2016,0.0016778523489932,0.0016778523489932,repo_id,0.2843232376207333,1.0,21.56878850102669,1.0,22.781656399726216,4,8,False,270.0,3
Rashawn Scott,2016,0.0016778523489932,0.0016778523489932,repo_id,0.2352560547236088,1.0,23.709787816564,1.0,23.923340177960306,2,8,True,270.0,4
Darreus Rogers,2017,0.0016778523489932,0.0016778523489932,repo_id,0.1574610564312763,0.0,,0.0,23.329226557152637,3,8,False,270.0,4
Kermit Whitfield,2017,0.0016778523489932,0.0016778523489932,repo_id,0.2563636363636363,0.0,22.01779603011636,1.0,23.23340177960301,2,8,False,270.0,3
Ka'Raun White,2018,0.0016778523489932,0.0016778523489932,none,,,,,,4,8,True,270.0,0
Johnnie Dixon,2019,0.0016778523489932,0.0016778523489932,repo_id,0.1599166440155839,0.0,,0.0,24.292950034223136,5,8,True,270.0,4
Jamal Custis,2019,0.0016778523489932,0.0016778523489932,repo_id,0.2664239292146269,1.0,22.94045174537988,1.0,23.15400410677618,5,8,,270.0,4
Chris Finke,2020,0.0016778523489932,0.0016778523489932,repo_id,0.1290085185088701,0.0,,0.0,23.66598220396988,1,5,False,,4
Charleston Rambo,2022,0.0016778523489932,0.0016778523489932,repo_id,0.2687164850371908,1.0,22.18206707734429,1.0,22.39561943874059,2,6,,,4
Braylon Sanders,2022,0.0016778523489932,0.0016778523489932,repo_id,0.1720642917116469,0.0,,0.0,22.94592744695414,4,6,,,5
